date,count
2019-02-14 23,7.51
2019-02-15 00,4.81
2019-02-15 01,3.44
2019-02-15 02,1.91
2019-02-15 03,1.15
2019-02-15 04,1.40
2019-02-15 05,2.69
2019-02-15 06,8.18
2019-02-15 07,24.80
2019-02-15 08,51.74
2019-02-15 09,46.93
2019-02-15 10,24.13
2019-02-15 11,20.45
2019-02-15 12,26.59
2019-02-15 13,27.93
2019-02-15 14,26.41
2019-02-15 15,28.56
2019-02-15 16,35.76
2019-02-15 17,46.58
2019-02-15 18,42.36
2019-02-15 19,29.01
2019-02-15 20,18.56
2019-02-15 21,15.18
2019-02-15 22,12.87
2019-02-15 23,10.73
2019-02-16 00,8.87
2019-02-16 01,6.35
2019-02-16 02,4.64
2019-02-16 03,3.56
2019-02-16 04,2.68
2019-02-16 05,2.21
2019-02-16 06,2.40
2019-02-16 07,4.56
2019-02-16 08,11.18
2019-02-16 09,16.85
2019-02-16 10,22.08
2019-02-16 11,26.35
2019-02-16 12,29.99
2019-02-16 13,32.69
2019-02-16 14,31.65
2019-02-16 15,31.27
2019-02-16 16,29.92
2019-02-16 17,29.84
2019-02-16 18,22.19
2019-02-16 19,18.55
2019-02-16 20,15.28
2019-02-16 21,11.73
2019-02-16 22,10.60
2019-02-16 23,10.29
2019-02-17 00,7.40
2019-02-17 01,6.15
2019-02-17 02,3.89
2019-02-17 03,3.24
2019-02-17 04,2.09
2019-02-17 05,1.46
2019-02-17 06,1.76
2019-02-17 07,3.36
2019-02-17 08,7.19
2019-02-17 09,12.64
2019-02-17 10,23.07
2019-02-17 11,31.36
2019-02-17 12,38.24
2019-02-17 13,39.66
2019-02-17 14,39.59
2019-02-17 15,42.31
2019-02-17 16,40.87
2019-02-17 17,33.54
2019-02-17 18,23.33
2019-02-17 19,16.51
2019-02-17 20,13.93
2019-02-17 21,11.47
2019-02-17 22,9.01
2019-02-17 23,6.69
2019-02-18 00,4.81
2019-02-18 01,3.15
2019-02-18 02,1.81
2019-02-18 03,1.15
2019-02-18 04,2.04
2019-02-18 05,2.64
2019-02-18 06,8.33
2019-02-18 07,27.34
2019-02-18 08,54.39
2019-02-18 09,46.68
2019-02-18 10,22.52
2019-02-18 11,18.19
2019-02-18 12,17.08
2019-02-18 13,12.06
2019-02-18 14,10.31
2019-02-18 15,15.55
2019-02-18 16,23.41
2019-02-18 17,40.88
2019-02-18 18,49.13
2019-02-18 19,33.11
2019-02-18 20,21.91
2019-02-18 21,18.26
2019-02-18 22,12.76
2019-02-18 23,7.74
2019-02-19 00,4.56
2019-02-19 01,2.89
2019-02-19 02,1.29
2019-02-19 03,1.08
2019-02-19 04,2.32
2019-02-19 05,2.54
2019-02-19 06,9.12
2019-02-19 07,29.22
2019-02-19 08,57.78
2019-02-19 09,49.47
2019-02-19 10,25.25
2019-02-19 11,21.07
2019-02-19 12,25.13
2019-02-19 13,24.61
2019-02-19 14,23.86
2019-02-19 15,23.36
2019-02-19 16,29.34
2019-02-19 17,45.68
2019-02-19 18,48.61
2019-02-19 19,35.26
2019-02-19 20,25.11
2019-02-19 21,18.27
2019-02-19 22,15.04
2019-02-19 23,8.51
2019-02-20 00,5.07
2019-02-20 01,2.20
2019-02-20 02,1.18
2019-02-20 03,1.51
2019-02-20 04,2.14
2019-02-20 05,3.32
2019-02-20 06,9.25
2019-02-20 07,29.76
2019-02-20 08,59.40
2019-02-20 09,53.19
2019-02-20 10,26.31
2019-02-20 11,21.55
2019-02-20 12,25.24
2019-02-20 13,23.99
2019-02-20 14,22.02
2019-02-20 15,24.91
2019-02-20 16,29.79
2019-02-20 17,44.67
2019-02-20 18,48.96
2019-02-20 19,34.81
2019-02-20 20,23.02
2019-02-20 21,20.68
2019-02-20 22,14.08
2019-02-20 23,8.18
2019-02-21 00,4.84
2019-02-21 01,2.58
2019-02-21 02,1.80
2019-02-21 03,2.48
2019-02-21 04,2.11
2019-02-21 05,3.38
2019-02-21 06,8.92
2019-02-21 07,27.53
2019-02-21 08,56.91
2019-02-21 09,51.65
2019-02-21 10,27.87
2019-02-21 11,22.05
2019-02-21 12,25.29
2019-02-21 13,26.74
2019-02-21 14,24.42
2019-02-21 15,26.44
2019-02-21 16,32.34
2019-02-21 17,47.25
2019-02-21 18,50.00
2019-02-21 19,29.36
2019-02-21 20,23.19
2019-02-21 21,18.91
2019-02-21 22,15.91
2019-02-21 23,11.44
2019-02-22 00,6.80
2019-02-22 01,4.13
2019-02-22 02,1.93
2019-02-22 03,1.79
2019-02-22 04,1.93
2019-02-22 05,2.61
2019-02-22 06,7.55
2019-02-22 07,25.76
2019-02-22 08,50.24
2019-02-22 09,47.34
2019-02-22 10,25.21
2019-02-22 11,22.16
2019-02-22 12,28.73
2019-02-22 13,29.59
2019-02-22 14,27.85
2019-02-22 15,29.65
2019-02-22 16,36.67
2019-02-22 17,49.08
2019-02-22 18,41.31
2019-02-22 19,29.61
2019-02-22 20,19.12
2019-02-22 21,14.98
2019-02-22 22,12.48
2019-02-22 23,10.64
2019-02-23 00,7.52
2019-02-23 01,7.34
2019-02-23 02,4.19
2019-02-23 03,3.15
2019-02-23 04,1.98
2019-02-23 05,1.82
2019-02-23 06,1.99
2019-02-23 07,4.46
2019-02-23 08,11.12
2019-02-23 09,17.38
2019-02-23 10,25.74
2019-02-23 11,31.79
2019-02-23 12,38.15
2019-02-23 13,43.35
2019-02-23 14,43.53
2019-02-23 15,43.61
2019-02-23 16,46.74
2019-02-23 17,42.04
2019-02-23 18,30.41
2019-02-23 19,23.78
2019-02-23 20,17.00
2019-02-23 21,14.69
2019-02-23 22,11.93
2019-02-23 23,11.26
2019-02-24 00,9.41
2019-02-24 01,7.44
2019-02-24 02,4.67
2019-02-24 03,4.08
2019-02-24 04,2.48
2019-02-24 05,2.85
2019-02-24 06,2.02
2019-02-24 07,4.19
2019-02-24 08,8.49
2019-02-24 09,15.65
2019-02-24 10,24.32
2019-02-24 11,31.89
2019-02-24 12,40.05
2019-02-24 13,44.42
2019-02-24 14,42.51
2019-02-24 15,40.08
2019-02-24 16,42.66
2019-02-24 17,39.61
2019-02-24 18,26.62
2019-02-24 19,18.13
2019-02-24 20,13.69
2019-02-24 21,11.76
2019-02-24 22,8.04
2019-02-24 23,7.06
2019-02-25 00,4.29
2019-02-25 01,2.84
2019-02-25 02,0.98
2019-02-25 03,1.80
2019-02-25 04,2.07
2019-02-25 05,2.44
2019-02-25 06,9.68
2019-02-25 07,29.66
2019-02-25 08,60.54
2019-02-25 09,47.14
2019-02-25 10,23.73
2019-02-25 11,19.89
2019-02-25 12,25.20
2019-02-25 13,26.25
2019-02-25 14,24.85
2019-02-25 15,25.65
2019-02-25 16,35.47
2019-02-25 17,51.82
2019-02-25 18,55.80
2019-02-25 19,36.06
2019-02-25 20,24.94
2019-02-25 21,18.54
2019-02-25 22,13.35
2019-02-25 23,7.00
2019-02-26 00,4.04
2019-02-26 01,1.99
2019-02-26 02,1.08
2019-02-26 03,1.34
2019-02-26 04,2.07
2019-02-26 05,2.46
2019-02-26 06,10.00
2019-02-26 07,34.14
2019-02-26 08,66.59
2019-02-26 09,52.12
2019-02-26 10,26.88
2019-02-26 11,22.93
2019-02-26 12,27.13
2019-02-26 13,29.73
2019-02-26 14,26.19
2019-02-26 15,30.09
2019-02-26 16,37.86
2019-02-26 17,54.29
2019-02-26 18,57.32
2019-02-26 19,37.00
2019-02-26 20,26.79
2019-02-26 21,20.15
2019-02-26 22,13.29
2019-02-26 23,8.54
2019-02-27 00,4.58
2019-02-27 01,2.99
2019-02-27 02,1.31
2019-02-27 03,1.35
2019-02-27 04,1.75
2019-02-27 05,2.53
2019-02-27 06,10.40
2019-02-27 07,33.18
2019-02-27 08,67.15
2019-02-27 09,52.31
2019-02-27 10,28.66
2019-02-27 11,24.00
2019-02-27 12,25.60
2019-02-27 13,30.11
2019-02-27 14,26.24
2019-02-27 15,28.92
2019-02-27 16,36.32
2019-02-27 17,53.86
2019-02-27 18,56.58
2019-02-27 19,37.93
2019-02-27 20,25.07
2019-02-27 21,19.35
2019-02-27 22,15.52
2019-02-27 23,10.42
2019-02-28 00,5.53
2019-02-28 01,2.93
2019-02-28 02,1.51
2019-02-28 03,1.36
2019-02-28 04,1.91
2019-02-28 05,2.86
2019-02-28 06,10.00
2019-02-28 07,31.56
2019-02-28 08,62.76
2019-02-28 09,52.49
2019-02-28 10,26.11
2019-02-28 11,16.53
2019-02-28 12,19.15
2019-02-28 13,21.01
2019-02-28 14,16.72
2019-02-28 15,17.98
2019-02-28 16,27.38
2019-02-28 17,44.76
2019-02-28 18,47.59
2019-02-28 19,34.05
2019-02-28 20,16.95
2019-02-28 21,14.84
2019-02-28 22,12.24
2019-02-28 23,7.92
2019-03-01 00,4.46
2019-03-01 01,3.69
2019-03-01 02,1.64
2019-03-01 03,1.41
2019-03-01 04,2.19
2019-03-01 05,2.69
2019-03-01 06,8.32
2019-03-01 07,27.89
2019-03-01 08,54.11
2019-03-01 09,50.04
2019-03-01 10,25.46
2019-03-01 11,21.51
2019-03-01 12,26.41
2019-03-01 13,26.93
2019-03-01 14,23.64
2019-03-01 15,25.18
2019-03-01 16,33.88
2019-03-01 17,46.61
2019-03-01 18,43.39
2019-03-01 19,30.27
2019-03-01 20,20.58
2019-03-01 21,17.26
2019-03-01 22,13.15
2019-03-01 23,11.09
2019-03-02 00,9.72
2019-03-02 01,7.65
2019-03-02 02,4.69
2019-03-02 03,3.93
2019-03-02 04,2.04
2019-03-02 05,2.35
2019-03-02 06,1.93
2019-03-02 07,6.29
2019-03-02 08,11.25
2019-03-02 09,19.12
2019-03-02 10,24.71
2019-03-02 11,28.58
2019-03-02 12,33.51
2019-03-02 13,35.27
2019-03-02 14,34.56
2019-03-02 15,36.75
2019-03-02 16,36.82
2019-03-02 17,33.96
2019-03-02 18,26.31
2019-03-02 19,19.69
2019-03-02 20,15.32
2019-03-02 21,10.96
2019-03-02 22,9.05
2019-03-02 23,9.05
2019-03-03 00,8.61
2019-03-03 01,5.14
2019-03-03 02,3.75
2019-03-03 03,3.06
2019-03-03 04,2.94
2019-03-03 05,2.13
2019-03-03 06,1.65
2019-03-03 07,2.25
2019-03-03 08,5.45
2019-03-03 09,10.02
2019-03-03 10,13.41
2019-03-03 11,15.45
2019-03-03 12,19.44
2019-03-03 13,19.80
2019-03-03 14,19.36
2019-03-03 15,16.98
2019-03-03 16,15.56
2019-03-03 17,12.79
2019-03-03 18,12.59
2019-03-03 19,11.93
2019-03-03 20,9.34
2019-03-03 21,8.04
2019-03-03 22,5.81
2019-03-03 23,5.68
2019-03-04 00,3.65
2019-03-04 01,1.46
2019-03-04 02,0.51
2019-03-04 03,0.73
2019-03-04 04,1.33
2019-03-04 05,2.14
2019-03-04 06,8.01
2019-03-04 07,28.44
2019-03-04 08,57.79
2019-03-04 09,49.42
2019-03-04 10,24.45
2019-03-04 11,18.86
2019-03-04 12,23.15
2019-03-04 13,24.45
2019-03-04 14,13.45
2019-03-04 15,17.88
2019-03-04 16,26.58
2019-03-04 17,46.06
2019-03-04 18,51.54
2019-03-04 19,32.73
2019-03-04 20,24.05
2019-03-04 21,19.08
2019-03-04 22,11.28
2019-03-04 23,6.22
2019-03-05 00,4.60
2019-03-05 01,2.64
2019-03-05 02,1.27
2019-03-05 03,0.61
2019-03-05 04,1.49
2019-03-05 05,2.36
2019-03-05 06,10.15
2019-03-05 07,33.24
2019-03-05 08,63.68
2019-03-05 09,52.99
2019-03-05 10,28.89
2019-03-05 11,20.55
2019-03-05 12,24.49
2019-03-05 13,24.84
2019-03-05 14,21.35
2019-03-05 15,21.82
2019-03-05 16,30.58
2019-03-05 17,49.44
2019-03-05 18,48.84
2019-03-05 19,35.82
2019-03-05 20,24.20
2019-03-05 21,17.99
2019-03-05 22,11.66
2019-03-05 23,8.11
2019-03-06 00,4.82
2019-03-06 01,3.52
2019-03-06 02,1.24
2019-03-06 03,0.74
2019-03-06 04,1.72
2019-03-06 05,2.22
2019-03-06 06,7.44
2019-03-06 07,27.54
2019-03-06 08,58.20
2019-03-06 09,47.13
2019-03-06 10,24.79
2019-03-06 11,19.84
2019-03-06 12,22.45
2019-03-06 13,24.19
2019-03-06 14,19.39
2019-03-06 15,16.34
2019-03-06 16,22.09
2019-03-06 17,37.64
2019-03-06 18,43.76
2019-03-06 19,32.54
2019-03-06 20,24.95
2019-03-06 21,19.18
2019-03-06 22,12.68
2019-03-06 23,9.18
2019-03-07 00,1.55
2019-03-07 03,5.60
2019-03-07 04,1.94
2019-03-07 05,2.67
2019-03-07 06,9.72
2019-03-07 07,32.74
2019-03-07 08,60.60
2019-03-07 09,49.58
2019-03-07 10,25.76
2019-03-07 11,19.45
2019-03-07 12,22.82
2019-03-07 13,22.38
2019-03-07 14,20.22
2019-03-07 15,20.71
2019-03-07 16,23.00
2019-03-07 17,35.35
2019-03-07 18,35.53
2019-03-07 19,24.55
2019-03-07 20,20.42
2019-03-07 21,16.16
2019-03-07 22,14.16
2019-03-07 23,8.58
2019-03-08 00,5.00
2019-03-08 01,3.42
2019-03-08 02,2.06
2019-03-08 03,1.12
2019-03-08 04,1.93
2019-03-08 05,2.76
2019-03-08 06,8.84
2019-03-08 07,29.80
2019-03-08 08,55.26
2019-03-08 09,50.42
2019-03-08 10,28.36
2019-03-08 11,23.18
2019-03-08 12,26.07
2019-03-08 13,25.64
2019-03-08 14,21.53
2019-03-08 15,18.69
2019-03-08 16,27.26
2019-03-08 17,35.76
2019-03-08 18,32.42
2019-03-08 19,18.01
2019-03-08 20,12.71
2019-03-08 21,11.46
2019-03-08 22,7.28
2019-03-08 23,8.13
2019-03-09 00,6.89
2019-03-09 01,5.84
2019-03-09 02,4.34
2019-03-09 03,4.00
2019-03-09 04,2.65
2019-03-09 05,2.05
2019-03-09 06,2.00
2019-03-09 07,4.88
2019-03-09 08,11.09
2019-03-09 09,17.14
2019-03-09 10,24.09
2019-03-09 11,26.28
2019-03-09 12,30.42
2019-03-09 13,33.02
2019-03-09 14,31.31
2019-03-09 15,31.42
2019-03-09 16,33.01
2019-03-09 17,29.44
2019-03-09 18,22.76
2019-03-09 19,17.52
2019-03-09 20,14.82
2019-03-09 21,12.33
2019-03-09 22,8.51
2019-03-09 23,4.15
2019-03-10 00,3.66
2019-03-10 01,2.21
2019-03-10 02,1.52
2019-03-10 03,1.25
2019-03-10 04,1.28
2019-03-10 05,0.93
2019-03-10 06,1.47
2019-03-10 07,4.46
2019-03-10 08,5.78
2019-03-10 09,11.54
2019-03-10 10,16.94
2019-03-10 11,21.12
2019-03-10 12,23.18
2019-03-10 13,22.96
2019-03-10 14,23.40
2019-03-10 15,24.29
2019-03-10 16,24.39
2019-03-10 17,22.22
2019-03-10 18,15.48
2019-03-10 19,6.52
2019-03-10 20,7.71
2019-03-10 21,6.89
2019-03-10 22,5.82
2019-03-10 23,4.44
2019-03-11 00,3.09
2019-03-11 01,2.26
2019-03-11 02,1.11
2019-03-11 03,0.60
2019-03-11 04,1.82
2019-03-11 05,2.38
2019-03-11 06,8.44
2019-03-11 07,31.25
2019-03-11 08,59.47
2019-03-11 09,46.71
2019-03-11 10,23.73
2019-03-11 11,17.39
2019-03-11 12,20.56
2019-03-11 13,24.45
2019-03-11 14,19.27
2019-03-11 15,20.33
2019-03-11 16,29.12
2019-03-11 17,47.09
2019-03-11 18,50.41
2019-03-11 19,34.87
2019-03-11 20,24.24
2019-03-11 21,18.09
2019-03-11 22,10.58
2019-03-11 23,6.68
2019-03-12 00,3.35
2019-03-12 01,2.69
2019-03-12 02,1.15
2019-03-12 03,0.59
2019-03-12 04,1.34
2019-03-12 05,2.42
2019-03-12 06,9.32
2019-03-12 07,29.38
2019-03-12 08,57.32
2019-03-12 09,48.74
2019-03-12 10,20.33
2019-03-12 11,13.02
2019-03-12 12,14.05
2019-03-12 13,8.41
2019-03-12 14,4.80
2019-03-12 15,8.18
2019-03-12 16,18.79
2019-03-12 17,37.27
2019-03-12 18,45.75
2019-03-12 19,30.25
2019-03-12 20,22.25
2019-03-12 21,19.06
2019-03-12 22,10.46
2019-03-12 23,6.67
2019-03-13 00,4.26
2019-03-13 01,2.52
2019-03-13 02,1.15
2019-03-13 03,1.01
2019-03-13 04,1.65
2019-03-13 05,2.93
2019-03-13 06,8.87
2019-03-13 07,31.34
2019-03-13 08,58.40
2019-03-13 09,48.99
2019-03-13 10,24.68
2019-03-13 11,17.32
2019-03-13 12,20.98
2019-03-13 13,23.88
2019-03-13 14,18.28
2019-03-13 15,19.27
2019-03-13 16,25.51
2019-03-13 17,41.71
2019-03-13 18,45.96
2019-03-13 19,33.61
2019-03-13 20,23.31
2019-03-13 21,17.72
2019-03-13 22,12.31
2019-03-13 23,8.20
2019-03-14 00,4.82
2019-03-14 01,2.07
2019-03-14 02,1.48
2019-03-14 03,1.01
2019-03-14 04,1.51
2019-03-14 05,2.01
2019-03-14 06,5.94
2019-03-14 07,19.06
2019-03-14 08,43.81
2019-03-14 09,44.89
2019-03-14 10,22.09
2019-03-14 11,13.62
2019-03-14 12,19.71
2019-03-14 13,21.79
2019-03-14 14,18.38
2019-03-14 15,20.24
2019-03-14 16,27.48
2019-03-14 17,42.55
2019-03-14 18,46.22
2019-03-14 19,31.25
2019-03-14 20,20.84
2019-03-14 21,17.00
2019-03-14 22,13.48
2019-03-14 23,7.06
2019-03-15 00,3.68
2019-03-15 01,1.80
2019-03-15 02,0.91
2019-03-15 03,1.07
2019-03-15 04,1.99
2019-03-15 05,2.76
2019-03-15 06,7.28
2019-03-15 07,26.13
2019-03-15 08,52.15
2019-03-15 09,44.59
2019-03-15 10,24.93
2019-03-15 11,20.48
2019-03-15 12,24.29
2019-03-15 13,24.12
2019-03-15 14,22.06
2019-03-15 15,24.15
2019-03-15 16,30.95
2019-03-15 17,44.25
2019-03-15 18,40.93
2019-03-15 19,28.58
2019-03-15 20,19.78
2019-03-15 21,16.08
2019-03-15 22,11.89
2019-03-15 23,7.64
2019-03-16 00,6.36
2019-03-16 01,5.45
2019-03-16 02,3.88
2019-03-16 03,3.08
2019-03-16 04,2.64
2019-03-16 05,2.68
2019-03-16 06,2.32
2019-03-16 07,4.40
2019-03-16 08,10.46
2019-03-16 09,16.15
2019-03-16 10,21.20
2019-03-16 11,23.18
2019-03-16 12,25.68
2019-03-16 13,25.93
2019-03-16 14,26.09
2019-03-16 15,22.82
2019-03-16 16,22.53
2019-03-16 17,20.88
2019-03-16 18,16.33
2019-03-16 19,13.85
2019-03-16 20,9.02
2019-03-16 21,4.81
2019-03-16 22,4.26
2019-03-16 23,4.38
2019-03-17 00,4.85
2019-03-17 01,4.28
2019-03-17 02,2.95
2019-03-17 03,2.94
2019-03-17 04,2.86
2019-03-17 05,1.79
2019-03-17 06,2.04
2019-03-17 07,3.51
2019-03-17 08,9.12
2019-03-17 09,15.35
2019-03-17 10,21.49
2019-03-17 11,25.09
2019-03-17 12,28.19
2019-03-17 13,30.06
2019-03-17 14,26.02
2019-03-17 15,18.11
2019-03-17 16,19.20
2019-03-17 17,21.11
2019-03-17 18,17.58
2019-03-17 19,13.22
2019-03-17 20,10.68
2019-03-17 21,8.66
2019-03-17 22,7.54
2019-03-17 23,5.78
2019-03-18 00,4.25
2019-03-18 01,2.58
2019-03-18 02,1.14
2019-03-18 03,1.47
2019-03-18 04,2.48
2019-03-18 05,3.00
2019-03-18 06,9.71
2019-03-18 07,29.87
2019-03-18 08,58.04
2019-03-18 09,48.60
2019-03-18 10,23.79
2019-03-18 11,19.07
2019-03-18 12,23.07
2019-03-18 13,23.76
2019-03-18 14,18.72
2019-03-18 15,19.32
2019-03-18 16,29.89
2019-03-18 17,47.22
2019-03-18 18,52.67
2019-03-18 19,35.89
2019-03-18 20,23.24
2019-03-18 21,17.01
2019-03-18 22,11.33
2019-03-18 23,7.31
2019-03-19 00,4.13
2019-03-19 01,1.88
2019-03-19 02,1.08
2019-03-19 03,1.32
2019-03-19 04,1.31
2019-03-19 05,2.71
2019-03-19 06,9.41
2019-03-19 07,26.85
2019-03-19 08,54.49
2019-03-19 09,49.93
2019-03-19 10,24.49
2019-03-19 11,20.12
2019-03-19 12,24.12
2019-03-19 13,22.95
2019-03-19 14,18.98
2019-03-19 15,23.58
2019-03-19 16,30.19
2019-03-19 17,43.19
2019-03-19 18,50.22
2019-03-19 19,33.88
2019-03-19 20,24.34
2019-03-19 21,18.72
2019-03-19 22,13.02
2019-03-19 23,7.59
2019-03-20 00,4.95
2019-03-20 01,3.14
2019-03-20 02,1.41
2019-03-20 03,1.66
2019-03-20 04,2.28
2019-03-20 05,3.22
2019-03-20 06,10.33
2019-03-20 07,33.22
2019-03-20 08,61.22
2019-03-20 09,49.65
2019-03-20 10,25.28
2019-03-20 11,20.75
2019-03-20 12,24.88
2019-03-20 13,23.71
2019-03-20 14,20.51
2019-03-20 15,22.07
2019-03-20 16,32.18
2019-03-20 17,47.71
2019-03-20 18,51.19
2019-03-20 19,35.89
2019-03-20 20,24.72
2019-03-20 21,20.72
2019-03-20 22,13.26
2019-03-20 23,8.69
2019-03-21 00,4.69
2019-03-21 01,2.73
2019-03-21 02,1.54
2019-03-21 03,1.22
2019-03-21 04,1.36
2019-03-21 05,2.64
2019-03-21 06,9.38
2019-03-21 07,31.86
2019-03-21 08,62.15
2019-03-21 09,49.88
2019-03-21 10,26.22
2019-03-21 11,22.12
2019-03-21 12,25.91
2019-03-21 13,26.80
2019-03-21 14,23.07
2019-03-21 15,25.05
2019-03-21 16,31.54
2019-03-21 17,47.22
2019-03-21 18,49.51
2019-03-21 19,36.76
2019-03-21 20,24.62
2019-03-21 21,20.13
2019-03-21 22,14.82
2019-03-21 23,10.71
2019-03-22 00,6.60
2019-03-22 01,4.49
2019-03-22 02,2.48
2019-03-22 03,2.02
2019-03-22 04,2.95
2019-03-22 05,3.19
2019-03-22 06,8.18
2019-03-22 07,26.65
2019-03-22 08,53.93
2019-03-22 09,50.19
2019-03-22 10,25.96
2019-03-22 11,19.61
2019-03-22 12,25.09
2019-03-22 13,26.20
2019-03-22 14,23.05
2019-03-22 15,25.36
2019-03-22 16,31.82
2019-03-22 17,45.02
2019-03-22 18,42.13
2019-03-22 19,30.16
2019-03-22 20,19.80
2019-03-22 21,16.16
2019-03-22 22,13.06
2019-03-22 23,10.55
2019-03-23 00,9.89
2019-03-23 01,7.94
2019-03-23 02,5.24
2019-03-23 03,4.51
2019-03-23 04,3.18
2019-03-23 05,3.52
2019-03-23 06,2.34
2019-03-23 07,5.53
2019-03-23 08,12.02
2019-03-23 09,19.14
2019-03-23 10,26.31
2019-03-23 11,33.36
2019-03-23 12,37.95
2019-03-23 13,36.44
2019-03-23 14,35.87
2019-03-23 15,37.96
2019-03-23 16,39.81
2019-03-23 17,38.91
2019-03-23 18,34.36
2019-03-23 19,24.08
2019-03-23 20,16.59
2019-03-23 21,11.96
2019-03-23 22,10.35
2019-03-23 23,9.80
2019-03-24 00,8.33
2019-03-24 01,7.14
2019-03-24 02,5.09
2019-03-24 03,3.73
2019-03-24 04,2.79
2019-03-24 05,2.39
2019-03-24 06,2.26
2019-03-24 07,3.68
2019-03-24 08,9.60
2019-03-24 09,17.02
2019-03-24 10,27.72
2019-03-24 11,36.36
2019-03-24 12,40.35
2019-03-24 13,44.45
2019-03-24 14,42.87
2019-03-24 15,45.02
2019-03-24 16,43.14
2019-03-24 17,39.75
2019-03-24 18,31.56
2019-03-24 19,20.80
2019-03-24 20,13.16
2019-03-24 21,10.02
2019-03-24 22,8.91
2019-03-24 23,6.24
2019-03-25 00,4.15
2019-03-25 01,2.79
2019-03-25 02,1.04
2019-03-25 03,0.99
2019-03-25 04,1.58
2019-03-25 05,2.95
2019-03-25 06,9.92
2019-03-25 07,35.41
2019-03-25 08,62.34
2019-03-25 09,50.74
2019-03-25 10,25.69
2019-03-25 11,21.40
2019-03-25 12,24.27
2019-03-25 13,27.07
2019-03-25 14,21.80
2019-03-25 15,25.19
2019-03-25 16,31.24
2019-03-25 17,52.22
2019-03-25 18,55.26
2019-03-25 19,35.39
2019-03-25 20,24.35
2019-03-25 21,16.39
2019-03-25 22,11.88
2019-03-25 23,6.85
2019-03-26 00,3.94
2019-03-26 01,2.11
2019-03-26 02,1.32
2019-03-26 03,1.67
2019-03-26 04,1.08
2019-03-26 05,2.34
2019-03-26 06,11.36
2019-03-26 07,35.12
2019-03-26 08,63.53
2019-03-26 09,52.32
2019-03-26 10,27.44
2019-03-26 11,21.51
2019-03-26 12,26.44
2019-03-26 13,25.59
2019-03-26 14,23.07
2019-03-26 15,24.24
2019-03-26 16,33.21
2019-03-26 17,52.13
2019-03-26 18,55.47
2019-03-26 19,35.41
2019-03-26 20,24.62
2019-03-26 21,18.85
2019-03-26 22,11.88
2019-03-26 23,8.27
2019-03-27 00,4.13
2019-03-27 01,2.47
2019-03-27 02,1.29
2019-03-27 03,1.01
2019-03-27 04,1.39
2019-03-27 05,2.60
2019-03-27 06,11.87
2019-03-27 07,34.05
2019-03-27 08,61.21
2019-03-27 09,49.38
2019-03-27 10,26.75
2019-03-27 11,20.62
2019-03-27 12,22.34
2019-03-27 13,23.65
2019-03-27 14,20.64
2019-03-27 15,22.71
2019-03-27 16,32.18
2019-03-27 17,47.71
2019-03-27 18,54.12
2019-03-27 19,35.42
2019-03-27 20,25.78
2019-03-27 21,18.82
2019-03-27 22,14.60
2019-03-27 23,9.55
2019-03-28 00,5.72
2019-03-28 01,3.53
2019-03-28 02,1.65
2019-03-28 03,1.76
2019-03-28 04,1.85
2019-03-28 05,2.62
2019-03-28 06,10.34
2019-03-28 07,32.79
2019-03-28 08,61.19
2019-03-28 09,51.05
2019-03-28 10,26.36
2019-03-28 11,21.47
2019-03-28 12,25.08
2019-03-28 13,26.93
2019-03-28 14,23.27
2019-03-28 15,25.45
2019-03-28 16,32.56
2019-03-28 17,50.26
2019-03-28 18,51.82
2019-03-28 19,36.02
2019-03-28 20,24.21
2019-03-28 21,19.02
2019-03-28 22,14.40
2019-03-28 23,11.55
2019-03-29 00,6.18
2019-03-29 01,4.29
2019-03-29 02,2.35
2019-03-29 03,2.01
2019-03-29 04,2.67
2019-03-29 05,2.84
2019-03-29 06,9.68
2019-03-29 07,30.28
2019-03-29 08,57.20
2019-03-29 09,50.69
2019-03-29 10,28.92
2019-03-29 11,25.81
2019-03-29 12,30.91
2019-03-29 13,32.21
2019-03-29 14,30.62
2019-03-29 15,33.40
2019-03-29 16,41.86
2019-03-29 17,52.29
2019-03-29 18,50.08
2019-03-29 19,32.41
2019-03-29 20,22.49
2019-03-29 21,18.22
2019-03-29 22,14.99
2019-03-29 23,12.84
2019-03-30 00,9.22
2019-03-30 01,7.06
2019-03-30 02,4.51
2019-03-30 03,4.82
2019-03-30 04,2.67
2019-03-30 05,2.14
2019-03-30 06,2.60
2019-03-30 07,6.48
2019-03-30 08,14.94
2019-03-30 09,23.71
2019-03-30 10,32.09
2019-03-30 11,39.16
2019-03-30 12,43.19
2019-03-30 13,44.61
2019-03-30 14,44.54
2019-03-30 15,45.87
2019-03-30 16,46.60
2019-03-30 17,43.36
2019-03-30 18,39.81
2019-03-30 19,27.54
2019-03-30 20,20.25
2019-03-30 21,14.67
2019-03-30 22,13.61
2019-03-30 23,13.15
2019-03-31 00,10.08
2019-03-31 02,6.99
2019-03-31 03,5.28
2019-03-31 04,3.80
2019-03-31 05,2.91
2019-03-31 06,1.99
2019-03-31 07,3.68
2019-03-31 08,7.62
2019-03-31 09,13.41
2019-03-31 10,20.04
2019-03-31 11,25.04
2019-03-31 12,27.68
2019-03-31 13,30.71
2019-03-31 14,31.60
2019-03-31 15,31.19
2019-03-31 16,35.39
2019-03-31 17,34.16
2019-03-31 18,29.52
2019-03-31 19,24.74
2019-03-31 20,17.04
2019-03-31 21,12.15
