date,count
2020-02-14 22,9.83
2020-02-14 23,8.29
2020-02-15 00,6.06
2020-02-15 01,3.9
2020-02-15 02,2.19
2020-02-15 03,2
2020-02-15 04,1.33
2020-02-15 05,1.25
2020-02-15 06,1.61
2020-02-15 07,4.11
2020-02-15 08,10.32
2020-02-15 09,16.2
2020-02-15 10,21.3
2020-02-15 11,24
2020-02-15 12,22.96
2020-02-15 13,13.25
2020-02-15 14,11.63
2020-02-15 15,10.86
2020-02-15 16,10.61
2020-02-15 17,12.26
2020-02-15 18,12
2020-02-15 19,8.92
2020-02-15 20,7.63
2020-02-15 21,6.12
2020-02-15 22,4.42
2020-02-15 23,5.57
2020-02-16 00,5.62
2020-02-16 01,3.74
2020-02-16 02,2.23
2020-02-16 03,1.98
2020-02-16 04,1.68
2020-02-16 05,0.9
2020-02-16 06,0.81
2020-02-16 07,1.52
2020-02-16 08,2.67
2020-02-16 09,6.75
2020-02-16 10,9.46
2020-02-16 11,8.83
2020-02-16 12,8.12
2020-02-16 13,7.64
2020-02-16 14,7.3
2020-02-16 15,8.52
2020-02-16 16,14.61
2020-02-16 17,17.62
2020-02-16 18,14.49
2020-02-16 19,12.56
2020-02-16 20,8.35
2020-02-16 21,5.94
2020-02-16 22,5.17
2020-02-16 23,4.18
2020-02-17 00,2.71
2020-02-17 01,1.81
2020-02-17 02,0.85
2020-02-17 03,0.87
2020-02-17 04,1.12
2020-02-17 05,2.27
2020-02-17 06,7.06
2020-02-17 07,21.64
2020-02-17 08,55.18
2020-02-17 09,47.82
2020-02-17 10,22.86
2020-02-17 11,18.85
2020-02-17 12,20.67
2020-02-17 13,21.46
2020-02-17 14,17.48
2020-02-17 15,22.05
2020-02-17 16,28
2020-02-17 17,44.88
2020-02-17 18,52.06
2020-02-17 19,33.99
2020-02-17 20,21.85
2020-02-17 21,16.86
2020-02-17 22,12.95
2020-02-17 23,5.37
2020-02-18 00,3.39
2020-02-18 01,2.33
2020-02-18 02,0.86
2020-02-18 03,0.96
2020-02-18 04,1.1
2020-02-18 05,2.1
2020-02-18 06,9.02
2020-02-18 07,29.74
2020-02-18 08,60.21
2020-02-18 09,51.08
2020-02-18 10,24.74
2020-02-18 11,20
2020-02-18 12,22.06
2020-02-18 13,23.14
2020-02-18 14,19.61
2020-02-18 15,12.93
2020-02-18 16,25.63
2020-02-18 17,41.8
2020-02-18 18,43.87
2020-02-18 19,30.18
2020-02-18 20,23.01
2020-02-18 21,12.12
2020-02-18 22,8.98
2020-02-18 23,6.65
2020-02-19 00,3.37
2020-02-19 01,2.74
2020-02-19 02,0.95
2020-02-19 03,0.76
2020-02-19 04,1.4
2020-02-19 05,2.64
2020-02-19 06,9.48
2020-02-19 07,28.46
2020-02-19 08,60.18
2020-02-19 09,49.27
2020-02-19 10,24.15
2020-02-19 11,19.06
2020-02-19 12,16.52
2020-02-19 13,14.64
2020-02-19 14,12.4
2020-02-19 15,16.19
2020-02-19 16,22.82
2020-02-19 17,40.45
2020-02-19 18,45.48
2020-02-19 19,32.05
2020-02-19 20,21.36
2020-02-19 21,17.55
2020-02-19 22,11.87
2020-02-19 23,8.01
2020-02-20 00,4.36
2020-02-20 01,2.54
2020-02-20 02,1.55
2020-02-20 03,1.06
2020-02-20 04,1
2020-02-20 05,2.7
2020-02-20 06,9.33
2020-02-20 07,27.04
2020-02-20 08,53.99
2020-02-20 09,48.26
2020-02-20 10,23.31
2020-02-20 11,18.04
2020-02-20 12,16.88
2020-02-20 13,11.98
2020-02-20 14,8.67
2020-02-20 15,12.64
2020-02-20 16,21.23
2020-02-20 17,37.9
2020-02-20 18,40.95
2020-02-20 19,30.3
2020-02-20 20,21.86
2020-02-20 21,17.64
2020-02-20 22,12.36
2020-02-20 23,9.19
2020-02-21 00,6.4
2020-02-21 01,3.96
2020-02-21 02,1.9
2020-02-21 03,1.14
2020-02-21 04,2.18
2020-02-21 05,2.74
2020-02-21 06,7.4
2020-02-21 07,24.37
2020-02-21 08,51.77
2020-02-21 09,44.6
2020-02-21 10,21.85
2020-02-21 11,17.92
2020-02-21 12,22.82
2020-02-21 13,23.2
2020-02-21 14,20.31
2020-02-21 15,21.75
2020-02-21 16,28.35
2020-02-21 17,41.1
2020-02-21 18,40.82
2020-02-21 19,27.02
2020-02-21 20,20.56
2020-02-21 21,14.61
2020-02-21 22,10.98
2020-02-21 23,10.6
2020-02-22 00,8.32
2020-02-22 01,5.82
2020-02-22 02,3.51
2020-02-22 03,2.89
2020-02-22 04,3.81
2020-02-22 05,3.02
2020-02-22 06,2.11
2020-02-22 07,4.87
2020-02-22 08,12.11
2020-02-22 09,16.26
2020-02-22 10,21.9
2020-02-22 11,24.18
2020-02-22 12,27.35
2020-02-22 13,29.75
2020-02-22 14,28.17
2020-02-22 15,30.79
2020-02-22 16,30.29
2020-02-22 17,27.26
2020-02-22 18,21.67
2020-02-22 19,18.64
2020-02-22 20,13.79
2020-02-22 21,10.81
2020-02-22 22,10.88
2020-02-22 23,9.9
2020-02-23 00,8.37
2020-02-23 01,5.65
2020-02-23 02,3.57
2020-02-23 03,2.14
2020-02-23 04,1.89
2020-02-23 05,1.8
2020-02-23 06,1.63
2020-02-23 07,2.65
2020-02-23 08,7.42
2020-02-23 09,12.74
2020-02-23 10,18.52
2020-02-23 11,20.31
2020-02-23 12,24.73
2020-02-23 13,19.67
2020-02-23 14,21.86
2020-02-23 15,24.5
2020-02-23 16,24.37
2020-02-23 17,24.55
2020-02-23 18,18.99
2020-02-23 19,14.8
2020-02-23 20,12.14
2020-02-23 21,8.79
2020-02-23 22,7.64
2020-02-23 23,6.04
2020-02-24 00,4.1
2020-02-24 01,2.05
2020-02-24 02,0.83
2020-02-24 03,0.61
2020-02-24 04,1.43
2020-02-24 05,1.96
2020-02-24 06,8.49
2020-02-24 07,27.93
2020-02-24 08,60.35
2020-02-24 09,49.01
2020-02-24 10,20.64
2020-02-24 11,11.4
2020-02-24 12,11.48
2020-02-24 13,11.1
2020-02-24 14,11.21
2020-02-24 15,16.35
2020-02-24 16,25.17
2020-02-24 17,45.57
2020-02-24 18,49.61
2020-02-24 19,33.11
2020-02-24 20,21.75
2020-02-24 21,15.87
2020-02-24 22,10.82
2020-02-24 23,5.79
2020-02-25 00,3.57
2020-02-25 01,1.76
2020-02-25 02,0.54
2020-02-25 03,0.63
2020-02-25 04,1.1
2020-02-25 05,2.94
2020-02-25 06,10.57
2020-02-25 07,31.07
2020-02-25 08,65.32
2020-02-25 09,50.74
2020-02-25 10,23.85
2020-02-25 11,18.7
2020-02-25 12,21.93
2020-02-25 13,23.52
2020-02-25 14,19.88
2020-02-25 15,21.36
2020-02-25 16,26.85
2020-02-25 17,35.75
2020-02-25 18,45.77
2020-02-25 19,32.45
2020-02-25 20,21.52
2020-02-25 21,16.86
2020-02-25 22,12.29
2020-02-25 23,6.65
2020-02-26 00,3.44
2020-02-26 01,1.77
2020-02-26 02,0.43
2020-02-26 03,1.3
2020-02-26 04,1.36
2020-02-26 05,2.8
2020-02-26 06,9.8
2020-02-26 07,31.73
2020-02-26 08,63.07
2020-02-26 09,49.01
2020-02-26 10,22.95
2020-02-26 11,18.42
2020-02-26 12,21.45
2020-02-26 13,20.86
2020-02-26 14,18.57
2020-02-26 15,18.05
2020-02-26 16,27.1
2020-02-26 17,45.92
2020-02-26 18,49.31
2020-02-26 19,34.93
2020-02-26 20,23.86
2020-02-26 21,18.68
2020-02-26 22,13.3
2020-02-26 23,8.18
2020-02-27 00,4.49
2020-02-27 01,3.14
2020-02-27 02,1.43
2020-02-27 03,1.33
2020-02-27 04,1.39
2020-02-27 05,2.39
2020-02-27 06,4.83
2020-02-27 07,17.61
2020-02-27 08,34.65
2020-02-27 09,29.07
2020-02-27 10,13.89
2020-02-27 11,13.69
2020-02-27 12,18.87
2020-02-27 13,19.89
2020-02-27 14,17.71
2020-02-27 15,18.67
2020-02-27 16,26.23
2020-02-27 17,42.48
2020-02-27 18,46.15
2020-02-27 19,30.76
2020-02-27 20,20.33
2020-02-27 21,15.51
2020-02-27 22,10.8
2020-02-27 23,8.15
2020-02-28 00,5.32
2020-02-28 01,0.56
2020-02-28 03,2.79
2020-02-28 04,1.71
2020-02-28 05,2.5
2020-02-28 06,7.77
2020-02-28 07,26.46
2020-02-28 08,47.64
2020-02-28 09,34.94
2020-02-28 10,13.8
2020-02-28 11,9.33
2020-02-28 12,10.88
2020-02-28 13,12.51
2020-02-28 14,11.65
2020-02-28 15,14.15
2020-02-28 16,23.56
2020-02-28 17,37.02
2020-02-28 18,38.51
2020-02-28 19,25.83
2020-02-28 20,15.52
2020-02-28 21,12.13
2020-02-28 22,9.42
2020-02-28 23,8.04
2020-02-29 00,7.1
2020-02-29 01,4.88
2020-02-29 02,3.86
2020-02-29 03,2.46
2020-02-29 04,2.11
2020-02-29 05,1.57
2020-02-29 06,1.43
2020-02-29 07,2.94
2020-02-29 08,4.25
2020-02-29 09,7.99
2020-02-29 10,13.62
2020-02-29 11,17
2020-02-29 12,23.15
2020-02-29 13,25.23
2020-02-29 14,23.04
2020-02-29 15,21.08
2020-02-29 16,17.31
2020-02-29 17,21.1
2020-02-29 18,18.42
2020-02-29 19,14.12
2020-02-29 20,10.88
2020-02-29 21,8.11
2020-02-29 22,7.24
2020-02-29 23,6.55
2020-03-01 00,6.39
2020-03-01 01,4.99
2020-03-01 02,2.75
2020-03-01 03,2.31
2020-03-01 04,1.99
2020-03-01 05,2.06
2020-03-01 06,1.43
2020-03-01 07,4.57
2020-03-01 08,8.81
2020-03-01 09,12.77
2020-03-01 10,21.38
2020-03-01 11,26.37
2020-03-01 12,29.9
2020-03-01 13,31.44
2020-03-01 14,29.08
2020-03-01 15,30.38
2020-03-01 16,30.26
2020-03-01 17,25.85
2020-03-01 18,20.42
2020-03-01 19,13.44
2020-03-01 20,10.51
2020-03-01 21,7.12
2020-03-01 22,6.94
2020-03-01 23,4.9
2020-03-02 00,2.65
2020-03-02 01,1.42
2020-03-02 02,0.5
2020-03-02 03,0.64
2020-03-02 04,1
2020-03-02 05,2.26
2020-03-02 06,8.14
2020-03-02 07,27.15
2020-03-02 08,56.56
2020-03-02 09,48.51
2020-03-02 10,24.26
2020-03-02 11,18.87
2020-03-02 12,21.38
2020-03-02 13,22.69
2020-03-02 14,19.12
2020-03-02 15,22.95
2020-03-02 16,32.12
2020-03-02 17,48.77
2020-03-02 18,50.43
2020-03-02 19,34.55
2020-03-02 20,23.01
2020-03-02 21,17.06
2020-03-02 22,10.44
2020-03-02 23,5.38
2020-03-03 00,3.1
2020-03-03 01,1.46
2020-03-03 02,0.98
2020-03-03 03,0.61
2020-03-03 04,1.13
2020-03-03 05,2.83
2020-03-03 06,10.64
2020-03-03 07,32.64
2020-03-03 08,65.38
2020-03-03 09,53.62
2020-03-03 10,26.27
2020-03-03 11,18.99
2020-03-03 12,23.37
2020-03-03 13,23.6
2020-03-03 14,18.86
2020-03-03 15,19.43
2020-03-03 16,30.3
2020-03-03 17,48.56
2020-03-03 18,52.76
2020-03-03 19,35.26
2020-03-03 20,22.76
2020-03-03 21,18.51
2020-03-03 22,13.88
2020-03-03 23,7.4
2020-03-04 00,3.98
2020-03-04 01,2.04
2020-03-04 02,1.07
2020-03-04 03,0.57
2020-03-04 04,1
2020-03-04 05,2.45
2020-03-04 06,10.2
2020-03-04 07,32.12
2020-03-04 08,64.12
2020-03-04 09,54.02
2020-03-04 10,25.76
2020-03-04 11,20.42
2020-03-04 12,19.76
2020-03-04 13,20.88
2020-03-04 14,10.65
2020-03-04 15,10.5
2020-03-04 16,17.75
2020-03-04 17,32.79
2020-03-04 18,36.36
2020-03-04 19,24.87
2020-03-04 20,20.71
2020-03-04 21,16.83
2020-03-04 22,10.42
2020-03-04 23,7.13
2020-03-05 00,4.2
2020-03-05 01,2.73
2020-03-05 02,1.44
2020-03-05 03,0.92
2020-03-05 04,1.46
2020-03-05 05,2.58
2020-03-05 06,10.01
2020-03-05 07,29.77
2020-03-05 08,56.69
2020-03-05 09,47.43
2020-03-05 10,15.6
2020-03-05 11,10.3
2020-03-05 12,10.35
2020-03-05 13,11
2020-03-05 14,5.54
2020-03-05 15,6.49
2020-03-05 16,13.7
2020-03-05 17,26.25
2020-03-05 18,28.63
2020-03-05 19,17.65
2020-03-05 20,15.63
2020-03-05 21,13.13
2020-03-05 22,9.9
2020-03-05 23,7.3
2020-03-06 00,4.81
2020-03-06 01,3.15
2020-03-06 02,1.54
2020-03-06 03,1.08
2020-03-06 04,1.69
2020-03-06 05,2.89
2020-03-06 06,8.17
2020-03-06 07,26.77
2020-03-06 08,55.75
2020-03-06 09,45.6
2020-03-06 10,22.65
2020-03-06 11,19.27
2020-03-06 12,24.07
2020-03-06 13,25.92
2020-03-06 14,23.57
2020-03-06 15,26.62
2020-03-06 16,33.48
2020-03-06 17,46.18
2020-03-06 18,46.33
2020-03-06 19,30.61
2020-03-06 20,20.64
2020-03-06 21,15.75
2020-03-06 22,12.54
2020-03-06 23,9.83
2020-03-07 00,7.32
2020-03-07 01,5.81
2020-03-07 02,3.52
2020-03-07 03,2.36
2020-03-07 04,1.95
2020-03-07 05,2.6
2020-03-07 06,2
2020-03-07 07,5.1
2020-03-07 08,12.12
2020-03-07 09,18.25
2020-03-07 10,23.88
2020-03-07 11,26.87
2020-03-07 12,31.07
2020-03-07 13,33.39
2020-03-07 14,31.56
2020-03-07 15,30.85
2020-03-07 16,33.67
2020-03-07 17,29.62
2020-03-07 18,24.36
2020-03-07 19,19.65
2020-03-07 20,15.79
2020-03-07 21,11.51
2020-03-07 22,10.1
2020-03-07 23,9.71
2020-03-08 00,8.1
2020-03-08 01,6.2
2020-03-08 02,4.55
2020-03-08 03,3.6
2020-03-08 04,2.17
2020-03-08 05,2
2020-03-08 06,1.5
2020-03-08 07,4.05
2020-03-08 08,8.11
2020-03-08 09,14.85
2020-03-08 10,22.94
2020-03-08 11,28.65
2020-03-08 12,33.33
2020-03-08 13,24.49
2020-03-08 14,19.89
2020-03-08 15,21.61
2020-03-08 16,22.95
2020-03-08 17,24.35
2020-03-08 18,21.58
2020-03-08 19,16.06
2020-03-08 20,11.62
2020-03-08 21,8.04
2020-03-08 22,7.15
2020-03-08 23,5.48
2020-03-09 00,3.87
2020-03-09 01,2.45
2020-03-09 02,1.24
2020-03-09 03,0.76
2020-03-09 04,1.49
2020-03-09 05,3.1
2020-03-09 06,10.27
2020-03-09 07,31.05
2020-03-09 08,63.31
2020-03-09 09,50.08
2020-03-09 10,24.4
2020-03-09 11,19.42
2020-03-09 12,20.64
2020-03-09 13,22.18
2020-03-09 14,17.57
2020-03-09 15,21.25
2020-03-09 16,28.12
2020-03-09 17,33.39
2020-03-09 18,37.45
2020-03-09 19,21.37
2020-03-09 20,13.68
2020-03-09 21,12.06
2020-03-09 22,8.05
2020-03-09 23,4.21
2020-03-10 00,1.88
2020-03-10 01,1.23
2020-03-10 02,0.92
2020-03-10 03,0.45
2020-03-10 04,1.69
2020-03-10 05,3.63
2020-03-10 06,10.79
2020-03-10 07,30.87
2020-03-10 08,62.65
2020-03-10 09,48.68
2020-03-10 10,23.81
2020-03-10 11,19.35
2020-03-10 12,19.55
2020-03-10 13,21.73
2020-03-10 14,19.32
2020-03-10 15,21.95
2020-03-10 16,29.67
2020-03-10 17,46.68
2020-03-10 18,52.55
2020-03-10 19,36.04
2020-03-10 20,24.21
2020-03-10 21,18.1
2020-03-10 22,12.02
2020-03-10 23,7.12
2020-03-11 00,4.36
2020-03-11 01,1.9
2020-03-11 02,1.06
2020-03-11 03,0.65
2020-03-11 04,1.15
2020-03-11 05,2.98
2020-03-11 06,10.9
2020-03-11 07,33.68
2020-03-11 08,64.05
2020-03-11 09,49.33
2020-03-11 10,24.95
2020-03-11 11,21.45
2020-03-11 12,22.89
2020-03-11 13,23.79
2020-03-11 14,21.81
2020-03-11 15,22.19
2020-03-11 16,32.5
2020-03-11 17,48.2
2020-03-11 18,53.75
2020-03-11 19,36.31
2020-03-11 20,22.75
2020-03-11 21,14.71
2020-03-11 22,11.29
2020-03-11 23,7.45
2020-03-12 00,2.96
2020-03-12 01,2.2
2020-03-12 02,0.94
2020-03-12 03,0.76
2020-03-12 04,1.44
2020-03-12 05,2.51
2020-03-12 06,9.94
2020-03-12 07,31.06
2020-03-12 08,61.17
2020-03-12 09,48.63
2020-03-12 10,21.51
2020-03-12 11,18.23
2020-03-12 12,18.63
2020-03-12 13,20.58
2020-03-12 14,19.69
2020-03-12 15,21.19
2020-03-12 16,28.68
2020-03-12 17,43.56
2020-03-12 18,48.25
2020-03-12 19,32.42
2020-03-12 20,21.48
2020-03-12 21,17.05
2020-03-12 22,10.92
2020-03-12 23,7.26
2020-03-13 00,5.49
2020-03-13 01,2.43
2020-03-13 02,1.39
2020-03-13 03,1.1
2020-03-13 04,1.38
2020-03-13 05,2.56
2020-03-13 06,8.61
2020-03-13 07,26.14
2020-03-13 08,48.76
2020-03-13 09,41.44
2020-03-13 10,21.23
2020-03-13 11,19.01
2020-03-13 12,22.76
2020-03-13 13,23.3
2020-03-13 14,22.44
2020-03-13 15,24.15
2020-03-13 16,32.49
2020-03-13 17,43.4
2020-03-13 18,42.14
2020-03-13 19,28.75
2020-03-13 20,19.07
2020-03-13 21,14.57
2020-03-13 22,10.42
2020-03-13 23,8.87
2020-03-14 00,6.48
2020-03-14 01,4.99
2020-03-14 02,2.64
2020-03-14 03,1.56
2020-03-14 04,1.74
2020-03-14 05,1.15
2020-03-14 06,1.48
2020-03-14 07,3.86
2020-03-14 08,7.7
2020-03-14 09,13.56
2020-03-14 10,20.74
2020-03-14 11,24.48
2020-03-14 12,28.11
2020-03-14 13,29.61
2020-03-14 14,30.1
2020-03-14 15,30.8
2020-03-14 16,32.76
2020-03-14 17,30.82
2020-03-14 18,25.94
2020-03-14 19,18.81
2020-03-14 20,13.38
2020-03-14 21,9.88
2020-03-14 22,10.21
2020-03-14 23,7.7
2020-03-15 00,6.63
2020-03-15 01,5.06
2020-03-15 02,3.25
2020-03-15 03,2.5
2020-03-15 04,1.64
2020-03-15 05,1.21
2020-03-15 06,1.57
2020-03-15 07,2.9
2020-03-15 08,7.13
2020-03-15 09,12.24
2020-03-15 10,17.18
2020-03-15 11,25.51
2020-03-15 12,27.44
2020-03-15 13,29.14
2020-03-15 14,27.89
2020-03-15 15,25.27
2020-03-15 16,19.23
2020-03-15 17,16.94
2020-03-15 18,14.43
2020-03-15 19,11.56
2020-03-15 20,9.61
2020-03-15 21,7.25
2020-03-15 22,6.67
2020-03-15 23,4.1
2020-03-16 00,3.32
2020-03-16 01,2.77
2020-03-16 02,1.49
2020-03-16 03,0.64
2020-03-16 04,1.62
2020-03-16 05,2.57
2020-03-16 06,8.46
2020-03-16 07,27.35
2020-03-16 08,48.74
2020-03-16 09,41.43
2020-03-16 10,23
2020-03-16 11,18.68
2020-03-16 12,22.02
2020-03-16 13,24.87
2020-03-16 14,21
2020-03-16 15,23.39
2020-03-16 16,31.27
2020-03-16 17,43.1
2020-03-16 18,47.57
2020-03-16 19,30.94
2020-03-16 20,19.61
2020-03-16 21,14.82
2020-03-16 22,8.88
2020-03-16 23,4.92
2020-03-17 00,3.08
2020-03-17 01,2.32
2020-03-17 02,1.42
2020-03-17 03,0.83
2020-03-17 04,1.48
2020-03-17 05,2.86
2020-03-17 06,7.71
2020-03-17 07,22.63
2020-03-17 08,39.1
2020-03-17 09,32.58
2020-03-17 10,19.83
2020-03-17 11,17.1
2020-03-17 12,20.83
2020-03-17 13,23.5
2020-03-17 14,20.45
2020-03-17 15,20.69
2020-03-17 16,25.79
2020-03-17 17,34.02
2020-03-17 18,35.37
2020-03-17 19,24.25
2020-03-17 20,16.13
2020-03-17 21,12.44
2020-03-17 22,7.27
2020-03-17 23,4.68
2020-03-18 00,2.99
2020-03-18 01,2.05
2020-03-18 02,1.1
2020-03-18 03,1.15
2020-03-18 04,1.4
2020-03-18 05,2.19
2020-03-18 06,6.79
2020-03-18 07,20.08
2020-03-18 08,30.44
2020-03-18 09,25.06
2020-03-18 10,18.76
2020-03-18 11,16.35
2020-03-18 12,18.82
2020-03-18 13,21.57
2020-03-18 14,20.3
2020-03-18 15,21.11
2020-03-18 16,24.99
2020-03-18 17,29.74
2020-03-18 18,31.18
2020-03-18 19,23.5
2020-03-18 20,15.2
2020-03-18 21,12.63
2020-03-18 22,6.89
2020-03-18 23,3.77
2020-03-19 00,2.31
2020-03-19 01,1.23
2020-03-19 02,0.81
2020-03-19 03,0.55
2020-03-19 04,1.08
2020-03-19 05,1.54
2020-03-19 06,5.24
2020-03-19 07,15.43
2020-03-19 08,25
2020-03-19 09,20.24
2020-03-19 10,14.75
2020-03-19 11,14.93
2020-03-19 12,17.19
2020-03-19 13,18.24
2020-03-19 14,16.18
2020-03-19 15,16.93
2020-03-19 16,20.49
2020-03-19 17,23.31
2020-03-19 18,22.14
2020-03-19 19,14.45
2020-03-19 20,10.6
2020-03-19 21,9.38
2020-03-19 22,4.7
2020-03-19 23,3.21
2020-03-20 00,2.02
2020-03-20 01,1.43
2020-03-20 02,0.93
2020-03-20 03,0.44
2020-03-20 04,0.83
2020-03-20 05,1.44
2020-03-20 06,4.85
2020-03-20 07,16.29
2020-03-20 08,23.9
2020-03-20 09,18.87
2020-03-20 10,15.19
2020-03-20 11,13.92
2020-03-20 12,17.08
2020-03-20 13,19.21
2020-03-20 14,17.35
2020-03-20 15,18.35
2020-03-20 16,19.32
2020-03-20 17,23.51
2020-03-20 18,22.94
2020-03-20 19,16.83
2020-03-20 20,10.61
2020-03-20 21,6.45
2020-03-20 22,4.29
2020-03-20 23,2.98
2020-03-21 00,2.25
2020-03-21 01,1.57
2020-03-21 02,0.77
2020-03-21 03,0.56
2020-03-21 04,0.69
2020-03-21 05,0.46
2020-03-21 06,1.54
2020-03-21 07,4.35
2020-03-21 08,7.81
2020-03-21 09,10.93
2020-03-21 10,15.73
2020-03-21 11,20.68
2020-03-21 12,27.01
2020-03-21 13,33.85
2020-03-21 14,35.36
2020-03-21 15,34.14
2020-03-21 16,33.75
2020-03-21 17,26.4
2020-03-21 18,17.67
2020-03-21 19,9.76
2020-03-21 20,7
2020-03-21 21,4.64
2020-03-21 22,3.62
2020-03-21 23,2.76
2020-03-22 00,2.11
2020-03-22 01,1.39
2020-03-22 02,0.82
2020-03-22 03,0.45
2020-03-22 04,0.27
2020-03-22 05,0.29
2020-03-22 06,0.82
2020-03-22 07,2.57
2020-03-22 08,4.62
2020-03-22 09,7.04
2020-03-22 10,12.5
2020-03-22 11,20.75
2020-03-22 12,26.21
2020-03-22 13,33.39
2020-03-22 14,34.52
2020-03-22 15,37.3
2020-03-22 16,34.88
2020-03-22 17,27.14
2020-03-22 18,18.3
2020-03-22 19,10.05
2020-03-22 20,5.55
2020-03-22 21,3.56
2020-03-22 22,3.42
2020-03-22 23,1.79
2020-03-23 00,1.02
2020-03-23 01,0.48
2020-03-23 02,0.25
2020-03-23 03,0.33
2020-03-23 04,0.45
2020-03-23 05,0.77
2020-03-23 06,3.88
2020-03-23 07,13.42
2020-03-23 08,19.32
2020-03-23 09,15.46
2020-03-23 10,13.67
2020-03-23 11,12.64
2020-03-23 12,15.55
2020-03-23 13,18.32
2020-03-23 14,15.74
2020-03-23 15,17.55
2020-03-23 16,19.98
2020-03-23 17,23.7
2020-03-23 18,24.25
2020-03-23 19,14.88
2020-03-23 20,8.6
2020-03-23 21,7.1
2020-03-23 22,3.83
2020-03-23 23,1.88
2020-03-24 00,1.14
2020-03-24 01,0.55
2020-03-24 02,0.4
2020-03-24 03,0.24
2020-03-24 04,0.33
2020-03-24 05,0.8
2020-03-24 06,3.99
2020-03-24 07,10.77
2020-03-24 08,15.13
2020-03-24 09,12.35
2020-03-24 10,9.93
2020-03-24 11,10.35
2020-03-24 12,13.51
2020-03-24 13,15.85
2020-03-24 14,15.1
2020-03-24 15,17.32
2020-03-24 16,20.05
2020-03-24 17,21.89
2020-03-24 18,21.6
2020-03-24 19,12.5
2020-03-24 20,7.57
2020-03-24 21,4.93
2020-03-24 22,2.81
2020-03-24 23,1.39
2020-03-25 00,0.67
2020-03-25 01,0.23
2020-03-25 02,0.1
2020-03-25 03,0.11
2020-03-25 04,0.26
2020-03-25 05,0.62
2020-03-25 06,3.04
2020-03-25 07,9.92
2020-03-25 08,14.4
2020-03-25 09,10.89
2020-03-25 10,10.42
2020-03-25 11,10.29
2020-03-25 12,13.71
2020-03-25 13,17.32
2020-03-25 14,16.81
2020-03-25 15,19.13
2020-03-25 16,20.11
2020-03-25 17,23.39
2020-03-25 18,21.19
2020-03-25 19,12.9
2020-03-25 20,7.46
2020-03-25 21,4.81
2020-03-25 22,2.18
2020-03-25 23,1.23
2020-03-26 00,0.87
2020-03-26 01,0.45
2020-03-26 02,0.29
2020-03-26 03,0.19
2020-03-26 04,0.27
2020-03-26 05,0.9
2020-03-26 06,3.4
2020-03-26 07,9.54
2020-03-26 08,13.33
2020-03-26 09,10.15
2020-03-26 10,9.36
2020-03-26 11,10.44
2020-03-26 12,13.96
2020-03-26 13,17.61
2020-03-26 14,16.44
2020-03-26 15,17.92
2020-03-26 16,18.63
2020-03-26 17,21.39
2020-03-26 18,22.12
2020-03-26 19,13.9
2020-03-26 20,7.02
2020-03-26 21,4.5
2020-03-26 22,2.19
2020-03-26 23,0.79
2020-03-27 00,0.62
2020-03-27 01,0.42
2020-03-27 02,0.38
2020-03-27 03,0.18
2020-03-27 04,0.38
2020-03-27 05,0.62
2020-03-27 06,2.82
2020-03-27 07,8.82
2020-03-27 08,12.92
2020-03-27 09,9.51
2020-03-27 10,9.65
2020-03-27 11,11.08
2020-03-27 12,14.56
2020-03-27 13,17.92
2020-03-27 14,16.74
2020-03-27 15,18.18
2020-03-27 16,19.7
2020-03-27 17,22
2020-03-27 18,21.76
2020-03-27 19,12.87
2020-03-27 20,6.64
2020-03-27 21,5.12
2020-03-27 22,2.19
2020-03-27 23,1.23
2020-03-28 00,0.73
2020-03-28 01,0.58
2020-03-28 02,0.42
2020-03-28 03,0.15
2020-03-28 04,0.2
2020-03-28 05,0.58
2020-03-28 06,1.23
2020-03-28 07,3.42
2020-03-28 08,6.37
2020-03-28 09,9.65
2020-03-28 10,12.25
2020-03-28 11,18.7
2020-03-28 12,24.35
2020-03-28 13,28.39
2020-03-28 14,26.38
2020-03-28 15,24.3
2020-03-28 16,24.13
2020-03-28 17,20.36
2020-03-28 18,14.23
2020-03-28 19,8
2020-03-28 20,4.45
2020-03-28 21,2.46
2020-03-28 22,1.75
2020-03-28 23,1.36
2020-03-29 00,0.64
2020-03-29 02,0.46
2020-03-29 03,0.36
2020-03-29 04,0.21
2020-03-29 05,0.32
2020-03-29 06,0.54
2020-03-29 07,1.63
2020-03-29 08,2.48
2020-03-29 09,4.27
2020-03-29 10,7.64
2020-03-29 11,9.67
2020-03-29 12,11.13
2020-03-29 13,11.14
2020-03-29 14,14
2020-03-29 15,17.39
2020-03-29 16,19.38
2020-03-29 17,16.29
2020-03-29 18,14.08
2020-03-29 19,9.9
2020-03-29 20,5.49
2020-03-29 21,3.39
2020-03-29 22,2.01
2020-03-29 23,1.63
2020-03-30 00,0.83
2020-03-30 01,0.4
2020-03-30 02,0.26
2020-03-30 03,0.2
2020-03-30 04,0.31
2020-03-30 05,0.5
2020-03-30 06,1.93
2020-03-30 07,6.69
2020-03-30 08,9.87
2020-03-30 09,8.02
2020-03-30 10,6.61
2020-03-30 11,6.93
2020-03-30 12,7.7
2020-03-30 13,10.37
2020-03-30 14,8.39
2020-03-30 15,9.06
2020-03-30 16,12.99
2020-03-30 17,15.75
2020-03-30 18,16.38
2020-03-30 19,13.43
2020-03-30 20,7.87
2020-03-30 21,4.46
2020-03-30 22,3.1
