date,avg(count)
2020-05-15T02,7.575
2020-05-15T03,3.575
2020-05-15T04,2.225
2020-05-15T05,6.35
2020-05-15T06,15.425
2020-05-15T07,58.075
2020-05-15T08,97.575
2020-05-15T09,21.825
2020-05-15T10,49.675
2020-05-15T11,17.225
2020-05-15T12,22.65
2020-05-15T13,18.825
2020-05-15T14,21.85
2020-05-15T15,28.375
2020-05-15T16,39.275
2020-05-15T17,38.925
2020-05-15T18,33.35
2020-05-15T19,27.6
2020-05-15T20,91.475
2020-05-15T21,99.525
2020-05-15T22,31.9
2020-05-15T23,10.4
2020-05-16T00,10.1
2020-05-16T01,10.4
2020-05-16T02,12.975
2020-05-16T03,9.85
2020-05-16T04,5.875
2020-05-16T05,3.025
2020-05-16T06,5.3
2020-05-16T07,9.45
2020-05-16T08,27.75
2020-05-16T09,36.75
2020-05-16T10,39.95
2020-05-16T11,44.85
2020-05-16T12,25.1
2020-05-16T13,26.775
2020-05-16T14,40.95
2020-05-16T15,61.175
2020-05-16T16,39.1
2020-05-16T17,25.05
2020-05-16T18,36.675
2020-05-16T19,45.4
2020-05-16T20,89.725
2020-05-16T21,85.8
2020-05-16T22,24.975
2020-05-16T23,12.575
2020-05-17T00,13.125
2020-05-17T01,12.525
2020-05-17T02,17.4
2020-05-17T03,9.475
2020-05-17T04,6.575
2020-05-17T05,3.975
2020-05-17T06,5.6
2020-05-17T07,7.3
2020-05-17T08,22.35
2020-05-17T09,35.55
2020-05-17T10,56.425
2020-05-17T11,55.275
2020-05-17T12,31.375
2020-05-17T13,43.275
2020-05-17T14,39.425
2020-05-17T15,84.45
2020-05-17T16,41.975
2020-05-17T17,28
2020-05-17T18,44.125
2020-05-17T19,71.425
2020-05-17T20,81.95
2020-05-17T21,66.1
2020-05-17T22,26.6
2020-05-17T23,17.325
2020-05-18T00,15.175
2020-05-18T01,9.475
2020-05-18T02,4.925
2020-05-18T03,2.55
2020-05-18T04,1.85
2020-05-18T05,6.5
2020-05-18T06,19.65
2020-05-18T07,69.625
2020-05-18T08,136.4
2020-05-18T09,40.75
2020-05-18T10,84.1
2020-05-18T11,18.075
2020-05-18T12,22.525
2020-05-18T13,23.725
2020-05-18T14,14.35
2020-05-18T15,23.025
2020-05-18T16,38
2020-05-18T17,56.975
2020-05-18T18,55.6
2020-05-18T19,29.2
2020-05-18T20,132.05
2020-05-18T21,83.225
2020-05-18T22,34.3
2020-05-18T23,12.85
2020-05-19T00,15.425
2020-05-19T01,14.425
2020-05-19T02,6.325
2020-05-19T03,3.45
2020-05-19T04,2.45
2020-05-19T05,6.75
2020-05-19T06,19.35
2020-05-19T07,73.775
2020-05-19T08,145.875
2020-05-19T09,38.425
2020-05-19T10,84.5
2020-05-19T11,21.5
2020-05-19T12,23.925
2020-05-19T13,17.775
2020-05-19T14,16.825
2020-05-19T15,24.525
2020-05-19T16,39.15
2020-05-19T17,58.85
2020-05-19T18,70.325
2020-05-19T19,25.375
2020-05-19T20,128
2020-05-19T21,104.75
2020-05-19T22,31.9
2020-05-19T23,16.7
2020-05-20T00,23.15
2020-05-20T01,18.475
2020-05-20T02,8.075
2020-05-20T03,4.525
2020-05-20T04,2.475
2020-05-20T05,6.375
2020-05-20T06,20.825
2020-05-20T07,69.775
2020-05-20T08,134.35
2020-05-20T09,31.5
2020-05-20T10,79.575
2020-05-20T11,18.85
2020-05-20T12,26.175
2020-05-20T13,17.125
2020-05-20T14,15.725
2020-05-20T15,23.925
2020-05-20T16,37.25
2020-05-20T17,55.7
2020-05-20T18,72.275
2020-05-20T19,34.375
2020-05-20T20,122.55
2020-05-20T21,114.35
2020-05-20T22,35.075
2020-05-20T23,16.25
2020-05-21T00,15.075
2020-05-21T01,18.525
2020-05-21T02,16.525
2020-05-21T03,10.775
2020-05-21T04,7
2020-05-21T05,3.275
2020-05-21T06,6.05
2020-05-21T07,15.225
2020-05-21T08,36.825
2020-05-21T09,53.875
2020-05-21T10,50.95
2020-05-21T11,43.225
2020-05-21T12,27.5
2020-05-21T13,44.825
2020-05-21T14,28.35
2020-05-21T15,62.475
2020-05-21T16,38.5
2020-05-21T17,32.475
2020-05-21T18,35.85
2020-05-21T19,39.525
2020-05-21T20,84.35
2020-05-21T21,61.3
2020-05-21T22,32.875
2020-05-21T23,19.925
2020-05-22T00,21.325
2020-05-22T01,23.9
2020-05-22T02,14.725
2020-05-22T03,9.9
2020-05-22T04,3.45
2020-05-22T05,7
2020-05-22T06,11.225
2020-05-22T07,38.35
2020-05-22T08,72.625
2020-05-22T09,26.375
2020-05-22T10,17.85
2020-05-22T11,16.55
2020-05-22T12,22.35
2020-05-22T13,18.7
2020-05-22T14,20.675
2020-05-22T15,47.8
2020-05-22T16,38.4
2020-05-22T17,26.175
2020-05-22T18,37.725
2020-05-22T19,32.725
2020-05-22T20,85.7
2020-05-22T21,65.1
2020-05-22T22,21.55
2020-05-22T23,10.2
2020-05-23T00,8.45
2020-05-23T01,10.975
2020-05-23T02,12.925
2020-05-23T03,8.975
2020-05-23T04,5.825
2020-05-23T05,3.75
2020-05-23T06,3.875
2020-05-23T07,3.975
2020-05-23T08,13.35
2020-05-23T09,27.925
2020-05-23T10,39.8
2020-05-23T11,32.45
2020-05-23T12,26.2
2020-05-23T13,16.2
2020-05-23T14,42.05
2020-05-23T15,57.35
2020-05-23T16,49.15
2020-05-23T17,19.425
2020-05-23T18,31.8
2020-05-23T19,27.025
2020-05-23T20,80
2020-05-23T21,74.625
2020-05-23T22,30.575
2020-05-23T23,11.075
2020-05-24T00,10.875
2020-05-24T01,11.65
2020-05-24T02,18.2
2020-05-24T03,13.7
2020-05-24T04,7.575
2020-05-24T05,5.025
2020-05-24T06,5.325
2020-05-24T07,9.625
2020-05-24T08,24.15
2020-05-24T09,38.975
2020-05-24T10,54.425
2020-05-24T11,41.625
2020-05-24T12,32.475
2020-05-24T13,44.75
2020-05-24T14,26.925
2020-05-24T15,72.8
2020-05-24T16,50.85
2020-05-24T17,24.075
2020-05-24T18,41.05
2020-05-24T19,57.85
2020-05-24T20,85
2020-05-24T21,51.525
2020-05-24T22,26.3
2020-05-24T23,29.175
2020-05-25T00,16.05
2020-05-25T01,14.375
2020-05-25T02,5.85
2020-05-25T03,3.375
2020-05-25T04,1.675
2020-05-25T05,7.175
2020-05-25T06,19.925
2020-05-25T07,79.025
2020-05-25T08,141.5
2020-05-25T09,44.525
2020-05-25T10,101.525
2020-05-25T11,14.825
2020-05-25T12,18.65
2020-05-25T13,24.05
2020-05-25T14,18.45
2020-05-25T15,19.1
2020-05-25T16,42.95
2020-05-25T17,63.775
2020-05-25T18,67.45
2020-05-25T19,27.575
2020-05-25T20,133.1
2020-05-25T21,92.475
2020-05-25T22,34.55
2020-05-25T23,23.075
2020-05-26T00,19.025
2020-05-26T01,15.05
2020-05-26T02,8.725
2020-05-26T03,4.7
2020-05-26T04,3.025
2020-05-26T05,6.75
2020-05-26T06,25.05
2020-05-26T07,80.875
2020-05-26T08,164.95
2020-05-26T09,42.5
2020-05-26T10,104.525
2020-05-26T11,20.8
2020-05-26T12,23.15
2020-05-26T13,20.725
2020-05-26T14,15.45
2020-05-26T15,21.05
2020-05-26T16,42.975
2020-05-26T17,66.85
2020-05-26T18,94.05
2020-05-26T19,24.15
2020-05-26T20,147.75
2020-05-26T21,112.3
2020-05-26T22,40.325
2020-05-26T23,17.825
2020-05-27T00,24.675
2020-05-27T01,26.425
2020-05-27T02,12.975
2020-05-27T03,6
2020-05-27T04,3.15
2020-05-27T05,5.95
2020-05-27T06,22.25
2020-05-27T07,82.45
2020-05-27T08,155.7
2020-05-27T09,35.575
2020-05-27T10,95.45
2020-05-27T11,19.925
2020-05-27T12,30.6
2020-05-27T13,11.65
2020-05-27T14,20.525
2020-05-27T15,20.425
2020-05-27T16,43.55
2020-05-27T17,67
2020-05-27T18,91.075
2020-05-27T19,36.85
2020-05-27T20,150.25
2020-05-27T21,112.8
2020-05-27T22,37.475
2020-05-27T23,14
2020-05-28T00,33.375
2020-05-28T01,26.775
2020-05-28T02,16.175
2020-05-28T03,6.55
2020-05-28T04,2.85
2020-05-28T05,6.4
2020-05-28T06,22.05
2020-05-28T07,75
2020-05-28T08,158.425
2020-05-28T09,41.375
2020-05-28T10,99.025
2020-05-28T11,17.45
2020-05-28T12,25.6
2020-05-28T13,21.25
2020-05-28T14,21.125
2020-05-28T15,21.925
2020-05-28T16,48.575
2020-05-28T17,48.625
2020-05-28T18,88.925
2020-05-28T19,41.425
2020-05-28T20,149.525
2020-05-28T21,107.375
2020-05-28T22,36.575
2020-05-28T23,19.35
2020-05-29T00,30.475
2020-05-29T01,32.1
2020-05-29T02,16.975
2020-05-29T03,8.05
2020-05-29T04,4.1
2020-05-29T05,6.625
2020-05-29T06,20.15
2020-05-29T07,69.65
2020-05-29T08,138.1
2020-05-29T09,33.5
2020-05-29T10,74.1
2020-05-29T11,18.3
2020-05-29T12,32.8
2020-05-29T13,13.625
2020-05-29T14,19.4
2020-05-29T15,27.5
2020-05-29T16,39.675
2020-05-29T17,59.375
2020-05-29T18,65.4
2020-05-29T19,29.15
2020-05-29T20,120.6
2020-05-29T21,110.75
2020-05-29T22,45.375
2020-05-29T23,16.125
2020-05-30T00,15.225
2020-05-30T01,20
2020-05-30T02,23.925
2020-05-30T03,18.075
2020-05-30T04,11.075
2020-05-30T05,5.45
2020-05-30T06,7.75
2020-05-30T07,15.775
2020-05-30T08,33.425
2020-05-30T09,44.5
2020-05-30T10,53.125
2020-05-30T11,36.25
2020-05-30T12,25.725
2020-05-30T13,22.7
2020-05-30T14,31.925
2020-05-30T15,68.3
2020-05-30T16,40.6
2020-05-30T17,27.25
2020-05-30T18,29.85
2020-05-30T19,38.75
2020-05-30T20,80.65
2020-05-30T21,85.75
2020-05-30T22,37.65
2020-05-30T23,22.025
2020-05-31T00,15.6
2020-05-31T01,21.625
2020-05-31T02,26.25
2020-05-31T03,18.925
2020-05-31T04,12.625
2020-05-31T05,4.775
2020-05-31T06,5.45
2020-05-31T07,12.425
2020-05-31T08,27.3
2020-05-31T09,44.85
2020-05-31T10,63.2
2020-05-31T11,42.525
2020-05-31T12,31.975
2020-05-31T13,43.075
2020-05-31T14,26.375
2020-05-31T15,66.4
2020-05-31T16,41.475
2020-05-31T17,24.875
2020-05-31T18,35.725
2020-05-31T19,36.175
2020-05-31T20,84.875
2020-05-31T21,66.375
2020-05-31T22,36.45
2020-05-31T23,23.4
2020-06-01T00,24.25
2020-06-01T01,18.75
2020-06-01T02,13.475
2020-06-01T03,7.725
2020-06-01T04,4.575
2020-06-01T05,3.75
2020-06-01T06,7.625
2020-06-01T07,25.025
2020-06-01T08,58.95
2020-06-01T09,45.375
2020-06-01T10,25.75
2020-06-01T11,34.25
2020-06-01T12,30.325
2020-06-01T13,37.725
2020-06-01T14,28.075
2020-06-01T15,57.8
2020-06-01T16,35.2
2020-06-01T17,37.4
2020-06-01T18,34.45
2020-06-01T19,38.6
2020-06-01T20,110.175
2020-06-01T21,59.875
2020-06-01T22,35.35
2020-06-01T23,32.3
2020-06-02T00,31.55
2020-06-02T01,19.7
2020-06-02T02,9.075
2020-06-02T03,5.225
2020-06-02T04,3.4
2020-06-02T05,8.6
2020-06-02T06,27.175
2020-06-02T07,111.45
2020-06-02T08,224
2020-06-02T09,52.625
2020-06-02T10,169.75
2020-06-02T11,30.75
2020-06-02T12,23.825
2020-06-02T13,17.925
2020-06-02T14,15.975
2020-06-02T15,21.475
2020-06-02T16,42.725
2020-06-02T17,88.75
2020-06-02T18,147.175
2020-06-02T19,35.375
2020-06-02T20,187.75
2020-06-02T21,104.85
2020-06-02T22,31.9
2020-06-02T23,18.2
2020-06-03T00,37.35
2020-06-03T01,41.3
2020-06-03T02,20.575
2020-06-03T03,10.5
2020-06-03T04,3.5
2020-06-03T05,7.425
2020-06-03T06,28.175
2020-06-03T07,94
2020-06-03T08,209.75
2020-06-03T09,45.85
2020-06-03T10,161
2020-06-03T11,31.525
2020-06-03T12,35.425
2020-06-03T13,17.45
2020-06-03T14,18.075
2020-06-03T15,17.475
2020-06-03T16,47.4
2020-06-03T17,74.275
2020-06-03T18,134.2
2020-06-03T19,36.775
2020-06-03T20,173.55
2020-06-03T21,164.175
2020-06-03T22,66.85
2020-06-03T23,14.65
2020-06-04T00,8.3
2020-06-04T01,29.25
2020-06-04T02,6.55
2020-06-04T03,5
2020-06-04T04,2.5
2020-06-04T05,4.85
2020-06-04T06,13.35
2020-06-04T07,42.3
2020-06-04T08,107.925
2020-06-04T09,35.075
2020-06-04T10,101.225
2020-06-04T11,16
2020-06-04T12,23.125
2020-06-04T13,29.425
2020-06-04T14,13.275
2020-06-04T15,16.25
2020-06-04T16,23.85
2020-06-04T17,52.625
2020-06-04T18,67.225
2020-06-04T19,28.9
2020-06-04T20,108.875
2020-06-04T21,80.475
2020-06-04T22,20.525
2020-06-04T23,12.85
2020-06-05T00,18.375
2020-06-05T01,20.15
2020-06-05T02,12.05
2020-06-05T03,7.725
2020-06-05T04,2.275
2020-06-05T05,5.725
2020-06-05T06,18.75
2020-06-05T07,70.475
2020-06-05T08,149.95
2020-06-05T09,37.475
2020-06-05T10,114.625
2020-06-05T11,24.325
2020-06-05T12,30.7
2020-06-05T13,15.625
2020-06-05T14,13.175
2020-06-05T15,18.55
2020-06-05T16,38.6
2020-06-05T17,60
2020-06-05T18,60.175
2020-06-05T19,29.4
2020-06-05T20,122.175
2020-06-05T21,86.575
2020-06-05T22,21.45
2020-06-05T23,12.625
2020-06-06T00,9.15
2020-06-06T01,11.325
2020-06-06T02,19.875
2020-06-06T03,10.5
2020-06-06T04,9.675
2020-06-06T05,5.025
2020-06-06T06,5.975
2020-06-06T07,4.8
2020-06-06T08,29.725
2020-06-06T09,39.475
2020-06-06T10,39.45
2020-06-06T11,33.775
2020-06-06T12,32.05
2020-06-06T13,19.6
2020-06-06T14,27.1
2020-06-06T15,58.15
2020-06-06T16,46.475
2020-06-06T17,23.575
2020-06-06T18,35.375
2020-06-06T19,30.7
2020-06-06T20,81.45
2020-06-06T21,76.7
2020-06-06T22,37.675
2020-06-06T23,16
2020-06-07T00,13.525
2020-06-07T01,9.625
2020-06-07T02,27.65
2020-06-07T03,16.3
2020-06-07T04,8.25
2020-06-07T05,7.375
2020-06-07T06,3.85
2020-06-07T07,9.875
2020-06-07T08,22.35
2020-06-07T09,26.95
2020-06-07T10,38.475
2020-06-07T11,44.05
2020-06-07T12,33.075
2020-06-07T13,41.025
2020-06-07T14,15.9
2020-06-07T15,53.825
2020-06-07T16,43.125
2020-06-07T17,27.525
2020-06-07T18,36.575
2020-06-07T19,29.175
2020-06-07T20,56.975
2020-06-07T21,36.55
2020-06-07T22,26.525
2020-06-07T23,18.95
2020-06-08T00,22.325
2020-06-08T01,13.55
2020-06-08T02,6.375
2020-06-08T03,3.975
2020-06-08T04,2.425
2020-06-08T05,6.6
2020-06-08T06,23.575
2020-06-08T07,97.375
2020-06-08T08,216.625
2020-06-08T09,56.1
2020-06-08T10,175.525
2020-06-08T11,27.65
2020-06-08T12,27.9
2020-06-08T13,20.55
2020-06-08T14,16.95
2020-06-08T15,16.05
2020-06-08T16,38.25
2020-06-08T17,68.6
2020-06-08T18,108.175
2020-06-08T19,29.8
2020-06-08T20,158.575
2020-06-08T21,102.75
2020-06-08T22,25.025
2020-06-08T23,21.35
2020-06-09T00,18.275
2020-06-09T01,16.8
2020-06-09T02,8.9
2020-06-09T03,3.675
2020-06-09T04,2.325
2020-06-09T05,6.7
2020-06-09T06,26.15
2020-06-09T07,102.025
2020-06-09T08,246
2020-06-09T09,56.55
2020-06-09T10,196.075
2020-06-09T11,33.425
2020-06-09T12,31.725
2020-06-09T13,16.275
2020-06-09T14,19.85
2020-06-09T15,22.95
2020-06-09T16,36.65
2020-06-09T17,90.5
2020-06-09T18,137.675
2020-06-09T19,35.35
2020-06-09T20,178.375
2020-06-09T21,125.575
2020-06-09T22,34.425
2020-06-09T23,16.25
2020-06-10T00,31.15
2020-06-10T01,28.975
2020-06-10T02,17.2
2020-06-10T03,7.2
2020-06-10T04,3.125
2020-06-10T05,7.7
2020-06-10T06,25.925
2020-06-10T07,100.85
2020-06-10T08,232.575
2020-06-10T09,59.9
2020-06-10T10,185.375
2020-06-10T11,30.575
2020-06-10T12,44.05
2020-06-10T13,17.2
2020-06-10T14,16.775
2020-06-10T15,15.95
2020-06-10T16,36.175
2020-06-10T17,82.55
2020-06-10T18,147.275
2020-06-10T19,37.875
2020-06-10T20,216.225
2020-06-10T21,112.975
2020-06-10T22,24.175
2020-06-10T23,28.75
2020-06-11T00,30.675
2020-06-11T01,23.475
2020-06-11T02,11.875
2020-06-11T03,6.525
2020-06-11T04,3.175
2020-06-11T05,6.375
2020-06-11T06,23.05
2020-06-11T07,97.075
2020-06-11T08,224.7
2020-06-11T09,57.675
2020-06-11T10,177.3
2020-06-11T11,25.475
2020-06-11T12,33
2020-06-11T13,14.95
2020-06-11T14,14.675
2020-06-11T15,16.15
2020-06-11T16,43.975
2020-06-11T17,69.45
2020-06-11T18,118.475
2020-06-11T19,29.175
2020-06-11T20,161.575
2020-06-11T21,176.325
2020-06-11T22,13.675
2020-06-11T23,23.8
2020-06-12T00,11.45
2020-06-12T01,20
2020-06-12T02,13.85
2020-06-12T03,7.1
2020-06-12T04,4
2020-06-12T05,5.8
2020-06-12T06,16.55
2020-06-12T07,41.625
2020-06-12T08,117.325
2020-06-12T09,29.6
2020-06-12T10,73.975
2020-06-12T11,11.25
2020-06-12T12,25.575
2020-06-12T13,17.975
2020-06-12T14,15.075
2020-06-12T15,18.725
2020-06-12T16,28.3
2020-06-12T17,55.275
2020-06-12T18,58.9
2020-06-12T19,24.925
2020-06-12T20,78.45
2020-06-12T21,88.225
2020-06-12T22,33.225
2020-06-12T23,14.425
2020-06-13T00,10.525
2020-06-13T01,13.075
2020-06-13T02,17.475
2020-06-13T03,21.55
2020-06-13T04,9.325
2020-06-13T05,7.35
2020-06-13T06,6.7
2020-06-13T07,13.8
2020-06-13T08,28.575
2020-06-13T09,37.15
2020-06-13T10,38.25
2020-06-13T11,36.325
2020-06-13T12,29.125
2020-06-13T13,19.825
2020-06-13T14,43.1
2020-06-13T15,44.15
2020-06-13T16,35.425
2020-06-13T17,28.275
2020-06-13T18,29.85
2020-06-13T19,34.4
2020-06-13T20,56.825
2020-06-13T21,72.5
2020-06-13T22,33.9
2020-06-13T23,13.275
2020-06-14T00,13.95
2020-06-14T01,17.325
2020-06-14T02,23.6
2020-06-14T03,22.625
2020-06-14T04,12.95
2020-06-14T05,6.175
2020-06-14T06,3.8
2020-06-14T07,10.2
2020-06-14T08,23.925
2020-06-14T09,29.925
2020-06-14T10,49.45
2020-06-14T11,39.45
2020-06-14T12,29.325
2020-06-14T13,34.175
2020-06-14T14,15.1
2020-06-14T15,59.5
2020-06-14T16,42.275
2020-06-14T17,29.425
2020-06-14T18,35.55
2020-06-14T19,39.875
2020-06-14T20,74.875
2020-06-14T21,41.325
2020-06-14T22,24.625
2020-06-14T23,26.125
2020-06-15T00,24.325
2020-06-15T01,13.775
2020-06-15T02,8.25
2020-06-15T03,3.575
2020-06-15T04,2.725
2020-06-15T05,5.725
2020-06-15T06,27.05
2020-06-15T07,101.2
2020-06-15T08,230.275
2020-06-15T09,58.825
2020-06-15T10,193.325
2020-06-15T11,26.575
2020-06-15T12,27.375
2020-06-15T13,18.85
2020-06-15T14,14.925
2020-06-15T15,19.8
2020-06-15T16,29.55
2020-06-15T17,92.975
2020-06-15T18,118.875
2020-06-15T19,26.3
2020-06-15T20,177.25
2020-06-15T21,109.7
2020-06-15T22,25.925
2020-06-15T23,20.85
2020-06-16T00,28.3
2020-06-16T01,22.875
2020-06-16T02,10.125
2020-06-16T03,5.3
2020-06-16T04,3.35
2020-06-16T05,6.375
2020-06-16T06,27.7
2020-06-16T07,96.525
2020-06-16T08,244.75
2020-06-16T09,59.225
2020-06-16T10,196.9
2020-06-16T11,33.45
2020-06-16T12,38.25
2020-06-16T13,23.55
2020-06-16T14,17.775
2020-06-16T15,17.275
2020-06-16T16,33.825
2020-06-16T17,70.65
2020-06-16T18,138.125
2020-06-16T19,63.8
2020-06-16T20,187.65
2020-06-16T21,130.925
2020-06-16T22,28.375
2020-06-16T23,14.575
2020-06-17T00,37.275
2020-06-17T01,35.8
2020-06-17T02,18.75
2020-06-17T03,6.325
2020-06-17T04,3.65
2020-06-17T05,7.525
2020-06-17T06,24.825
2020-06-17T07,99
2020-06-17T08,243.475
2020-06-17T09,57.075
2020-06-17T10,182.925
2020-06-17T11,31.525
2020-06-17T12,43.875
2020-06-17T13,17.925
2020-06-17T14,15.725
2020-06-17T15,13.65
2020-06-17T16,29.7
2020-06-17T17,82.725
2020-06-17T18,152.95
2020-06-17T19,34.1
2020-06-17T20,190.575
2020-06-17T21,128.5
2020-06-17T22,23.45
2020-06-17T23,13.45
2020-06-18T00,27.2
2020-06-18T01,47.85
2020-06-18T02,17.675
2020-06-18T03,8.125
2020-06-18T04,3.825
2020-06-18T05,6.825
2020-06-18T06,26.25
2020-06-18T07,98.025
2020-06-18T08,243.9
2020-06-18T09,53
2020-06-18T10,189.075
2020-06-18T11,35.425
2020-06-18T12,38.6
2020-06-18T13,15.35
2020-06-18T14,18.6
2020-06-18T15,15.65
2020-06-18T16,38.55
2020-06-18T17,82.225
2020-06-18T18,99.45
2020-06-18T19,51.05
2020-06-18T20,169.85
2020-06-18T21,121.625
2020-06-18T22,21.55
2020-06-18T23,16.075
2020-06-19T00,27.625
2020-06-19T01,44.925
2020-06-19T02,17.95
2020-06-19T03,12.25
2020-06-19T04,4.65
2020-06-19T05,6.575
2020-06-19T06,22.95
2020-06-19T07,85.3
2020-06-19T08,192.375
2020-06-19T09,50.775
2020-06-19T10,145.475
2020-06-19T11,25.825
2020-06-19T12,37.325
2020-06-19T13,22.275
2020-06-19T14,15.95
2020-06-19T15,23.225
2020-06-19T16,33.45
2020-06-19T17,70.975
2020-06-19T18,54.95
2020-06-19T19,27.9
2020-06-19T20,114.825
2020-06-19T21,89.45
2020-06-19T22,31.7
2020-06-19T23,15.175
2020-06-20T00,11.375
2020-06-20T01,18.95
2020-06-20T02,25.95
2020-06-20T03,21.15
2020-06-20T04,10.25
2020-06-20T05,7.125
2020-06-20T06,6.475
2020-06-20T07,15.075
2020-06-20T08,30.45
2020-06-20T09,41.825
2020-06-20T10,41.775
2020-06-20T11,28.575
2020-06-20T12,24.975
2020-06-20T13,25.75
2020-06-20T14,28.375
2020-06-20T15,49.5
2020-06-20T16,39.15
2020-06-20T17,24.725
2020-06-20T18,24.4
2020-06-20T19,24.825
2020-06-20T20,64.3
2020-06-20T21,62.775
2020-06-20T22,34.15
2020-06-20T23,13.125
2020-06-21T00,15.6
2020-06-21T01,18.475
2020-06-21T02,26.625
2020-06-21T03,28.325
2020-06-21T04,12.375
2020-06-21T05,6.75
2020-06-21T06,5.25
2020-06-21T07,8.375
2020-06-21T08,20
2020-06-21T09,35.125
2020-06-21T10,37.225
2020-06-21T11,35.125
2020-06-21T12,32.9
2020-06-21T13,36.675
2020-06-21T14,20.825
2020-06-21T15,46.5
2020-06-21T16,40.5
2020-06-21T17,23.875
2020-06-21T18,26.725
2020-06-21T19,81.05
2020-06-21T20,26.425
2020-06-21T21,19.8
2020-06-21T22,18.25
2020-06-21T23,18.2
2020-06-22T00,22.6
2020-06-22T01,18.875
2020-06-22T02,13.5
2020-06-22T03,12.95
2020-06-22T04,6.375
2020-06-22T05,4.725
2020-06-22T06,25.725
2020-06-22T07,106.225
2020-06-22T08,265.75
2020-06-22T09,66.15
2020-06-22T10,212.7
2020-06-22T11,31.975
2020-06-22T12,36.175
2020-06-22T13,13.725
2020-06-22T14,13.55
2020-06-22T15,19.275
2020-06-22T16,44.975
2020-06-22T17,86.275
2020-06-22T18,161.45
2020-06-22T19,31.775
2020-06-22T20,205.075
2020-06-22T21,114.1
2020-06-22T22,32.125
2020-06-22T23,22.35
2020-06-23T00,38.2
2020-06-23T01,28.525
2020-06-23T02,10.025
2020-06-23T03,4.5
2020-06-23T04,3
2020-06-23T05,7.275
2020-06-23T06,30.75
2020-06-23T07,128.175
2020-06-23T08,305.275
2020-06-23T09,68.875
2020-06-23T10,253.05
2020-06-23T11,31.9
2020-06-23T12,36.4
2020-06-23T13,15.4
2020-06-23T14,20.15
2020-06-23T15,23.925
2020-06-23T16,37.4
2020-06-23T17,103.35
2020-06-23T18,185.35
2020-06-23T19,42.65
2020-06-23T20,215.275
2020-06-23T21,138.225
2020-06-23T22,26.625
2020-06-23T23,15
2020-06-24T00,44.875
2020-06-24T01,55.375
2020-06-24T02,18
2020-06-24T03,10.4
2020-06-24T04,4.975
2020-06-24T05,6.775
2020-06-24T06,30.425
2020-06-24T07,113.275
2020-06-24T08,283.875
2020-06-24T09,66.475
2020-06-24T10,218.55
2020-06-24T11,34.15
2020-06-24T12,36.95
2020-06-24T13,20.875
2020-06-24T14,18.35
2020-06-24T15,22.85
2020-06-24T16,30.575
2020-06-24T17,104.075
2020-06-24T18,168.525
2020-06-24T19,39.875
2020-06-24T20,195.375
2020-06-24T21,125.175
2020-06-24T22,22.7
2020-06-24T23,21.8
2020-06-25T00,53.275
2020-06-25T01,59.05
2020-06-25T02,22.475
2020-06-25T03,13.35
2020-06-25T04,4.7
2020-06-25T05,6.7
2020-06-25T06,30.8
2020-06-25T07,121.8
2020-06-25T08,279.275
2020-06-25T09,68.925
2020-06-25T10,234.225
2020-06-25T11,29.975
2020-06-25T12,32.25
2020-06-25T13,16.05
2020-06-25T14,17.775
2020-06-25T15,15.025
2020-06-25T16,37.025
2020-06-25T17,103.8
2020-06-25T18,151.65
2020-06-25T19,38.1
2020-06-25T20,184.25
2020-06-25T21,124.35
2020-06-25T22,19.125
2020-06-25T23,17.4
2020-06-26T00,40.15
2020-06-26T01,51.45
2020-06-26T02,26.675
2020-06-26T03,15.675
2020-06-26T04,5.625
2020-06-26T05,6.9
2020-06-26T06,24.3
2020-06-26T07,86.375
2020-06-26T08,213
2020-06-26T09,58.325
2020-06-26T10,161
2020-06-26T11,15.4
2020-06-26T12,41.15
2020-06-26T13,18.45
2020-06-26T14,20.45
2020-06-26T15,21.225
2020-06-26T16,37.675
2020-06-26T17,69.05
2020-06-26T18,81.75
2020-06-26T19,31.85
2020-06-26T20,100.675
2020-06-26T21,91.925
2020-06-26T22,33.25
2020-06-26T23,13.75
2020-06-27T00,16.525
2020-06-27T01,23.45
2020-06-27T02,17.7
2020-06-27T03,26.6
2020-06-27T04,8.8
2020-06-27T05,6.675
2020-06-27T06,6.825
2020-06-27T07,16.55
2020-06-27T08,33.875
2020-06-27T09,41.475
2020-06-27T10,40.475
2020-06-27T11,19.275
2020-06-27T12,27.45
2020-06-27T13,18.575
2020-06-27T14,14.75
2020-06-27T15,44.825
2020-06-27T16,23.925
2020-06-27T17,28.7
2020-06-27T18,20.275
2020-06-27T19,48.05
2020-06-27T20,25.275
2020-06-27T21,49.55
2020-06-27T22,19.35
2020-06-27T23,12.875
2020-06-28T00,14.8
2020-06-28T01,13.45
2020-06-28T02,19.05
2020-06-28T03,22.8
2020-06-28T04,10.5
2020-06-28T05,7.3
2020-06-28T06,4.45
2020-06-28T07,8.05
2020-06-28T08,21.7
2020-06-28T09,30.55
2020-06-28T10,39.8
2020-06-28T11,40.525
2020-06-28T12,28.4
2020-06-28T13,29.5
2020-06-28T14,16.325
2020-06-28T15,52.175
2020-06-28T16,46.225
2020-06-28T17,24.9
2020-06-28T18,26.3
2020-06-28T19,38.5
2020-06-28T20,69.5
2020-06-28T21,37.75
2020-06-28T22,22.775
2020-06-28T23,26.05
2020-06-29T00,29.575
2020-06-29T01,16.775
2020-06-29T02,8.35
