date,avg(count)
2020-02-15T00,8.85
2020-02-15T01,12.65
2020-02-15T02,7.725
2020-02-15T03,10.1
2020-02-15T04,4.35
2020-02-15T05,4.3
2020-02-15T06,3.25
2020-02-15T07,5.175
2020-02-15T08,18.2
2020-02-15T09,22.5
2020-02-15T10,23.5
2020-02-15T11,16
2020-02-15T12,23.25
2020-02-15T13,16.725
2020-02-15T14,15.075
2020-02-15T15,17.325
2020-02-15T16,11.325
2020-02-15T17,13.95
2020-02-15T18,19.475
2020-02-15T19,29.15
2020-02-15T20,17.425
2020-02-15T21,17.05
2020-02-15T22,12.8
2020-02-15T23,7.2
2020-02-16T00,5.45
2020-02-16T01,9.6
2020-02-16T02,5.95
2020-02-16T03,11.925
2020-02-16T04,4.775
2020-02-16T05,3.65
2020-02-16T06,3.775
2020-02-16T07,3.65
2020-02-16T08,7.3
2020-02-16T09,15.075
2020-02-16T10,19.325
2020-02-16T11,13.15
2020-02-16T12,16.125
2020-02-16T13,11.475
2020-02-16T14,10.55
2020-02-16T15,15.75
2020-02-16T16,11.425
2020-02-16T17,13.05
2020-02-16T18,16.175
2020-02-16T19,17.25
2020-02-16T20,31.325
2020-02-16T21,6.675
2020-02-16T22,7.25
2020-02-16T23,7.575
2020-02-17T00,5.975
2020-02-17T01,4.7
2020-02-17T02,2.8
2020-02-17T03,2.325
2020-02-17T04,2
2020-02-17T05,6.2
2020-02-17T06,10.25
2020-02-17T07,45.375
2020-02-17T08,169.925
2020-02-17T09,46.3
2020-02-17T10,173.525
2020-02-17T11,26.3
2020-02-17T12,17.95
2020-02-17T13,12.45
2020-02-17T14,13.3
2020-02-17T15,14.325
2020-02-17T16,17.675
2020-02-17T17,57.525
2020-02-17T18,75
2020-02-17T19,24.25
2020-02-17T20,108.425
2020-02-17T21,61.875
2020-02-17T22,11.825
2020-02-17T23,12.6
2020-02-18T00,18.3
2020-02-18T01,9.875
2020-02-18T02,3.575
2020-02-18T03,1.9
2020-02-18T04,1.9
2020-02-18T05,4.5
2020-02-18T06,12.55
2020-02-18T07,51.375
2020-02-18T08,174.75
2020-02-18T09,48.75
2020-02-18T10,174
2020-02-18T11,24.4
2020-02-18T12,23.975
2020-02-18T13,12.35
2020-02-18T14,10.35
2020-02-18T15,14.75
2020-02-18T16,15.95
2020-02-18T17,65.075
2020-02-18T18,99.1
2020-02-18T19,32.525
2020-02-18T20,110.725
2020-02-18T21,69.05
2020-02-18T22,12.45
2020-02-18T23,18.7
2020-02-19T00,48.225
2020-02-19T01,18.2
2020-02-19T02,5
2020-02-19T03,2.125
2020-02-19T04,1.525
2020-02-19T05,4.45
2020-02-19T06,11.6
2020-02-19T07,48.25
2020-02-19T08,162.2
2020-02-19T09,48.65
2020-02-19T10,160.8
2020-02-19T11,27.425
2020-02-19T12,22.8
2020-02-19T13,12.85
2020-02-19T14,13.1
2020-02-19T15,14.4
2020-02-19T16,16.675
2020-02-19T17,43.075
2020-02-19T18,80.45
2020-02-19T19,21.8
2020-02-19T20,90.025
2020-02-19T21,51.3
2020-02-19T22,13.85
2020-02-19T23,11.025
2020-02-20T00,22.375
2020-02-20T01,15.625
2020-02-20T02,6.45
2020-02-20T03,3.6
2020-02-20T04,2.05
2020-02-20T05,3.65
2020-02-20T06,11.025
2020-02-20T07,44.7
2020-02-20T08,144.8
2020-02-20T09,44.425
2020-02-20T10,144.3
2020-02-20T11,21.725
2020-02-20T12,21.85
2020-02-20T13,11.175
2020-02-20T14,10.8
2020-02-20T15,11.725
2020-02-20T16,17.6
2020-02-20T17,56.75
2020-02-20T18,52.45
2020-02-20T19,50.2
2020-02-20T20,43.675
2020-02-20T21,45.075
2020-02-20T22,9.925
2020-02-20T23,8.85
2020-02-21T00,18.65
2020-02-21T01,12.35
2020-02-21T02,7.35
2020-02-21T03,4.175
2020-02-21T04,2.225
2020-02-21T05,4.525
2020-02-21T06,10.375
2020-02-21T07,39.25
2020-02-21T08,133.95
2020-02-21T09,46.375
2020-02-21T10,126.15
2020-02-21T11,22.675
2020-02-21T12,25.95
2020-02-21T13,14.675
2020-02-21T14,12.475
2020-02-21T15,15.25
2020-02-21T16,20.9
2020-02-21T17,57.175
2020-02-21T18,56.375
2020-02-21T19,38.725
2020-02-21T20,70.775
2020-02-21T21,52.125
2020-02-21T22,16.7
2020-02-21T23,7.05
2020-02-22T00,9.525
2020-02-22T01,13.35
2020-02-22T02,7.25
2020-02-22T03,11.075
2020-02-22T04,4.875
2020-02-22T05,4.65
2020-02-22T06,3.9
2020-02-22T07,5.7
2020-02-22T08,21.4
2020-02-22T09,24.1
2020-02-22T10,23.175
2020-02-22T11,12.85
2020-02-22T12,21.975
2020-02-22T13,15.225
2020-02-22T14,14.975
2020-02-22T15,16.5
2020-02-22T16,14.575
2020-02-22T17,16.55
2020-02-22T18,23.95
2020-02-22T19,18.625
2020-02-22T20,17.725
2020-02-22T21,35.5
2020-02-22T22,14.075
2020-02-22T23,7.05
2020-02-23T00,7.8
2020-02-23T01,9.75
2020-02-23T02,8
2020-02-23T03,13.4
2020-02-23T04,5.375
2020-02-23T05,3.775
2020-02-23T06,3.25
2020-02-23T07,4.025
2020-02-23T08,11.625
2020-02-23T09,19.45
2020-02-23T10,19.6
2020-02-23T11,16.3
2020-02-23T12,17.975
2020-02-23T13,15.35
2020-02-23T14,13.8
2020-02-23T15,18.55
2020-02-23T16,11.4
2020-02-23T17,12.9
2020-02-23T18,12.05
2020-02-23T19,21.2
2020-02-23T20,23.15
2020-02-23T21,16.575
2020-02-23T22,13.675
2020-02-23T23,9.675
2020-02-24T00,12.9
2020-02-24T01,7.725
2020-02-24T02,2.65
2020-02-24T03,2.325
2020-02-24T04,1.7
2020-02-24T05,5.85
2020-02-24T06,14
2020-02-24T07,64.35
2020-02-24T08,217.95
2020-02-24T09,51.85
2020-02-24T10,189.025
2020-02-24T11,24.05
2020-02-24T12,20.525
2020-02-24T13,12.275
2020-02-24T14,11.55
2020-02-24T15,8.975
2020-02-24T16,26.45
2020-02-24T17,75.95
2020-02-24T18,109.275
2020-02-24T19,41.4
2020-02-24T20,122.55
2020-02-24T21,62.025
2020-02-24T22,19.2
2020-02-24T23,14.425
2020-02-25T00,22.95
2020-02-25T01,9.9
2020-02-25T02,3.525
2020-02-25T03,2.125
2020-02-25T04,1.8
2020-02-25T05,4.625
2020-02-25T06,15.025
2020-02-25T07,64.525
2020-02-25T08,205.9
2020-02-25T09,50.375
2020-02-25T10,170.25
2020-02-25T11,25.075
2020-02-25T12,17.575
2020-02-25T13,11.65
2020-02-25T14,12.825
2020-02-25T15,11.175
2020-02-25T16,16.125
2020-02-25T17,73.75
2020-02-25T18,101.3
2020-02-25T19,35.275
2020-02-25T20,124.275
2020-02-25T21,45.55
2020-02-25T22,13.2
2020-02-25T23,16.075
2020-02-26T00,23.5
2020-02-26T01,10.95
2020-02-26T02,6.675
2020-02-26T03,5.125
2020-02-26T04,1.825
2020-02-26T05,5.025
2020-02-26T06,9.45
2020-02-26T07,42.35
2020-02-26T08,158.175
2020-02-26T09,48.1
2020-02-26T10,148.825
2020-02-26T11,20.6
2020-02-26T12,10.2
2020-02-26T13,8.975
2020-02-26T14,14.025
2020-02-26T15,12
2020-02-26T16,15.3
2020-02-26T17,57.625
2020-02-26T18,93.2
2020-02-26T19,26.425
2020-02-26T20,102.5
2020-02-26T21,60.275
2020-02-26T22,15.4
2020-02-26T23,9.375
2020-02-27T00,25.45
2020-02-27T01,14.7
2020-02-27T02,7.725
2020-02-27T03,2.65
2020-02-27T04,1.775
2020-02-27T05,5.05
2020-02-27T06,7.825
2020-02-27T07,26.375
2020-02-27T08,95.475
2020-02-27T09,28.825
2020-02-27T10,87.25
2020-02-27T11,11.1
2020-02-27T12,23.625
2020-02-27T13,10.575
2020-02-27T14,11.35
2020-02-27T15,9.7
2020-02-27T16,18.325
2020-02-27T17,41.55
2020-02-27T18,68.025
2020-02-27T19,25.6
2020-02-27T20,73.725
2020-02-27T21,45
2020-02-27T22,10.9
2020-02-27T23,12.325
2020-02-28T00,18.675
2020-02-28T01,13.725
2020-02-28T02,7.425
2020-02-28T03,4.525
2020-02-28T04,2.025
2020-02-28T05,5.475
2020-02-28T06,9.5
2020-02-28T07,52.125
2020-02-28T08,172.475
2020-02-28T09,45.05
2020-02-28T10,137.525
2020-02-28T11,16.725
2020-02-28T12,23.475
2020-02-28T13,14
2020-02-28T14,11.25
2020-02-28T15,10.15
2020-02-28T16,19.55
2020-02-28T17,65.875
2020-02-28T18,56.5
2020-02-28T19,33.825
2020-02-28T20,71.775
2020-02-28T21,53.9
2020-02-28T22,12.75
2020-02-28T23,10.85
2020-02-29T00,7.9
2020-02-29T01,10.725
2020-02-29T02,7.65
2020-02-29T03,11.5
2020-02-29T04,5.325
2020-02-29T05,4.925
2020-02-29T06,3.625
2020-02-29T07,8.125
2020-02-29T08,22.925
2020-02-29T09,21.55
2020-02-29T10,14.625
2020-02-29T11,10.925
2020-02-29T12,9.6
2020-02-29T13,15.7
2020-02-29T14,15.825
2020-02-29T15,16.275
2020-02-29T16,20.925
2020-02-29T17,25.175
2020-02-29T18,13.7
2020-02-29T19,21.125
2020-02-29T20,21.925
2020-02-29T21,25.8
2020-02-29T22,9.875
2020-02-29T23,9.45
2020-03-01T00,6.55
2020-03-01T01,8.975
2020-03-01T02,7.225
2020-03-01T03,11.925
2020-03-01T04,5.425
2020-03-01T05,3.825
2020-03-01T06,3.525
2020-03-01T07,4.8
2020-03-01T08,12.65
2020-03-01T09,18.475
2020-03-01T10,19.6
2020-03-01T11,14.475
2020-03-01T12,10.675
2020-03-01T13,30.25
2020-03-01T14,11.325
2020-03-01T15,5.625
2020-03-01T16,5.95
2020-03-01T17,8.375
2020-03-01T18,18.45
2020-03-01T19,8.6
2020-03-01T20,12
2020-03-01T21,10.925
2020-03-01T22,5.775
2020-03-01T23,6.65
2020-03-02T00,10.25
2020-03-02T01,3.825
2020-03-02T02,3.425
2020-03-02T03,1.3
2020-03-02T04,1.6
2020-03-02T05,5.6
2020-03-02T06,11.075
2020-03-02T07,47.45
2020-03-02T08,146.35
2020-03-02T09,38.05
2020-03-02T10,155.625
2020-03-02T11,20.325
2020-03-02T12,11.125
2020-03-02T13,12.525
2020-03-02T14,12.225
2020-03-02T15,12.7
2020-03-02T16,25.875
2020-03-02T17,62.2
2020-03-02T18,91.875
2020-03-02T19,27.525
2020-03-02T20,102.1
2020-03-02T21,51.675
2020-03-02T22,14.675
2020-03-02T23,18.525
2020-03-03T00,14.825
2020-03-03T01,7.275
2020-03-03T02,3.675
2020-03-03T03,2.275
2020-03-03T04,1.675
2020-03-03T05,4.7
2020-03-03T06,13.525
2020-03-03T07,69.7
2020-03-03T08,244.025
2020-03-03T09,57.25
2020-03-03T10,196.075
2020-03-03T11,26.975
2020-03-03T12,21.925
2020-03-03T13,12.275
2020-03-03T14,15.9
2020-03-03T15,13.875
2020-03-03T16,23.9
2020-03-03T17,69.275
2020-03-03T18,109.375
2020-03-03T19,51.375
2020-03-03T20,120.65
2020-03-03T21,69.95
2020-03-03T22,15.625
2020-03-03T23,20.9
2020-03-04T00,23.025
2020-03-04T01,13.275
2020-03-04T02,5.35
2020-03-04T03,3.225
2020-03-04T04,2
2020-03-04T05,4.4
2020-03-04T06,13
2020-03-04T07,68.6
2020-03-04T08,210.025
2020-03-04T09,47.275
2020-03-04T10,177.675
2020-03-04T11,28.175
2020-03-04T12,24.275
2020-03-04T13,16.6
2020-03-04T14,13.75
2020-03-04T15,21.65
2020-03-04T16,18.55
2020-03-04T17,65.5
2020-03-04T18,93.5
2020-03-04T19,34.45
2020-03-04T20,107.3
2020-03-04T21,56.825
2020-03-04T22,15.675
2020-03-04T23,9.175
2020-03-05T00,23.75
2020-03-05T01,15.125
2020-03-05T02,5.1
2020-03-05T03,3.3
2020-03-05T04,1.6
2020-03-05T05,3.7
2020-03-05T06,9.125
2020-03-05T07,36.825
2020-03-05T08,129.55
2020-03-05T09,44.4
2020-03-05T10,123.05
2020-03-05T11,30.725
2020-03-05T12,17.25
2020-03-05T13,13.325
2020-03-05T14,11
2020-03-05T15,12.7
2020-03-05T16,17.475
2020-03-05T17,34.2
2020-03-05T18,44.675
2020-03-05T19,19.2
2020-03-05T20,67.75
2020-03-05T21,41.425
2020-03-05T22,12.35
2020-03-05T23,8.025
2020-03-06T00,14.6
2020-03-06T01,11.575
2020-03-06T02,4.55
2020-03-06T03,2.925
2020-03-06T04,1.825
2020-03-06T05,4.4
2020-03-06T06,10.175
2020-03-06T07,54.525
2020-03-06T08,183
2020-03-06T09,51.675
2020-03-06T10,151.3
2020-03-06T11,22.375
2020-03-06T12,25.25
2020-03-06T13,14.025
2020-03-06T14,16.65
2020-03-06T15,13.75
2020-03-06T16,30.6
2020-03-06T17,66.45
2020-03-06T18,60.95
2020-03-06T19,49.5
2020-03-06T20,88.025
2020-03-06T21,54.85
2020-03-06T22,15.95
2020-03-06T23,9.475
2020-03-07T00,8.7
2020-03-07T01,15.675
2020-03-07T02,6.65
2020-03-07T03,10.25
2020-03-07T04,4.7
2020-03-07T05,4.625
2020-03-07T06,3.45
2020-03-07T07,11.525
2020-03-07T08,23.475
2020-03-07T09,28.55
2020-03-07T10,21.375
2020-03-07T11,17.7
2020-03-07T12,25.575
2020-03-07T13,15.7
2020-03-07T14,16.125
2020-03-07T15,21.6
2020-03-07T16,13.825
2020-03-07T17,16.55
2020-03-07T18,26.825
2020-03-07T19,21.2
2020-03-07T20,27.15
2020-03-07T21,31.9
2020-03-07T22,16.05
2020-03-07T23,7.075
2020-03-08T00,6.4
2020-03-08T01,9.175
2020-03-08T02,8.05
2020-03-08T03,14.6
2020-03-08T04,5.125
2020-03-08T05,4.55
2020-03-08T06,3.875
2020-03-08T07,4.15
2020-03-08T08,12.75
2020-03-08T09,17.35
2020-03-08T10,18.15
2020-03-08T11,15.65
2020-03-08T12,19.9
2020-03-08T13,15.425
2020-03-08T14,12.175
2020-03-08T15,15.75
2020-03-08T16,10.1
2020-03-08T17,14.6
2020-03-08T18,20.2
2020-03-08T19,12
2020-03-08T20,14.4
2020-03-08T21,14.875
2020-03-08T22,8.65
2020-03-08T23,9.625
2020-03-09T00,9.675
2020-03-09T01,5.075
2020-03-09T02,2.55
2020-03-09T03,1.625
2020-03-09T04,1.725
2020-03-09T05,4.3
2020-03-09T06,12.55
2020-03-09T07,70
2020-03-09T08,251.85
2020-03-09T09,53.775
2020-03-09T10,218.075
2020-03-09T11,29.3
2020-03-09T12,11.375
2020-03-09T13,17.9
2020-03-09T14,15.625
2020-03-09T15,12.55
2020-03-09T16,27.2
2020-03-09T17,80.3
2020-03-09T18,123.55
2020-03-09T19,45.2
2020-03-09T20,142.3
2020-03-09T21,63.525
2020-03-09T22,21.9
2020-03-09T23,19.375
2020-03-10T00,18.3
2020-03-10T01,7.3
2020-03-10T02,2.525
2020-03-10T03,1.525
2020-03-10T04,1.65
2020-03-10T05,4.3
2020-03-10T06,12.875
2020-03-10T07,66.55
2020-03-10T08,236.975
2020-03-10T09,56.775
2020-03-10T10,203.45
2020-03-10T11,22.075
2020-03-10T12,19.8
2020-03-10T13,13.05
2020-03-10T14,16.775
2020-03-10T15,13.225
2020-03-10T16,25.275
2020-03-10T17,83.525
2020-03-10T18,113.95
2020-03-10T19,45.775
2020-03-10T20,131.775
2020-03-10T21,69.875
2020-03-10T22,14.4
2020-03-10T23,19.725
2020-03-11T00,24.725
2020-03-11T01,14.375
2020-03-11T02,5.15
2020-03-11T03,3.05
2020-03-11T04,2.025
2020-03-11T05,4.7
2020-03-11T06,12.675
2020-03-11T07,80.375
2020-03-11T08,248.725
2020-03-11T09,44.125
2020-03-11T10,203.9
2020-03-11T11,26.4
2020-03-11T12,31.025
2020-03-11T13,18.875
2020-03-11T14,16.8
2020-03-11T15,12.625
2020-03-11T16,21.2
2020-03-11T17,76.775
2020-03-11T18,124.225
2020-03-11T19,39.325
2020-03-11T20,136.4
2020-03-11T21,86.025
2020-03-11T22,17.05
2020-03-11T23,15.2
2020-03-12T00,40.525
2020-03-12T01,23.225
2020-03-12T02,7.05
2020-03-12T03,4.1
2020-03-12T04,2.9
2020-03-12T05,3.85
2020-03-12T06,13.9
2020-03-12T07,65.875
2020-03-12T08,196.25
2020-03-12T09,53.225
2020-03-12T10,193.1
2020-03-12T11,29.075
2020-03-12T12,24.55
2020-03-12T13,13.625
2020-03-12T14,15.25
2020-03-12T15,14.475
2020-03-12T16,26.725
2020-03-12T17,77.9
2020-03-12T18,98.525
2020-03-12T19,38.075
2020-03-12T20,138
2020-03-12T21,59.15
2020-03-12T22,15.5
2020-03-12T23,13.5
2020-03-13T00,21.95
2020-03-13T01,17.275
2020-03-13T02,7.325
2020-03-13T03,3.775
2020-03-13T04,1.9
2020-03-13T05,4.8
2020-03-13T06,13.7
2020-03-13T07,67.7
2020-03-13T08,231.725
2020-03-13T09,55.95
2020-03-13T10,186.575
2020-03-13T11,28.025
2020-03-13T12,26.75
2020-03-13T13,16.125
2020-03-13T14,13.375
2020-03-13T15,13.5
2020-03-13T16,31.65
2020-03-13T17,73.75
2020-03-13T18,71.05
2020-03-13T19,61.45
2020-03-13T20,102.825
2020-03-13T21,67.775
2020-03-13T22,21.925
2020-03-13T23,12.325
2020-03-14T00,9.85
2020-03-14T01,11.975
2020-03-14T02,7.125
2020-03-14T03,9.9
2020-03-14T04,3.85
2020-03-14T05,6.7
2020-03-14T06,6.7
2020-03-14T07,10.25
2020-03-14T08,19.275
2020-03-14T09,20.475
2020-03-14T10,21.35
2020-03-14T11,18.675
2020-03-14T12,17.05
2020-03-14T13,14.575
2020-03-14T14,12.175
2020-03-14T15,15.5
2020-03-14T16,24.7
2020-03-14T17,17.475
2020-03-14T18,15.025
2020-03-14T19,16.325
2020-03-14T20,33.75
2020-03-14T21,31.45
2020-03-14T22,14.95
2020-03-14T23,8.85
2020-03-15T00,7.875
2020-03-15T01,18.9
2020-03-15T02,8.325
2020-03-15T03,7.4
2020-03-15T04,3.625
2020-03-15T05,2.825
2020-03-15T06,2.85
2020-03-15T07,6.525
2020-03-15T08,13.175
2020-03-15T09,22.25
2020-03-15T10,30.025
2020-03-15T11,25.625
2020-03-15T12,25.3
2020-03-15T13,14.875
2020-03-15T14,25.525
2020-03-15T15,62.125
2020-03-15T16,30.2
2020-03-15T17,24.475
2020-03-15T18,46.3
2020-03-15T19,69.6
2020-03-15T20,54
2020-03-15T21,15.425
2020-03-15T22,11.025
2020-03-15T23,8.725
2020-03-16T00,8.175
2020-03-16T01,6.625
2020-03-16T02,2.35
2020-03-16T03,1.625
2020-03-16T04,1.575
2020-03-16T05,4.55
2020-03-16T06,10.925
2020-03-16T07,55.45
2020-03-16T08,136.3
2020-03-16T09,33.35
2020-03-16T10,86.5
2020-03-16T11,15.775
2020-03-16T12,15.6
2020-03-16T13,11.3
2020-03-16T14,14.15
2020-03-16T15,12.65
2020-03-16T16,20.4
2020-03-16T17,21.625
2020-03-16T18,15.225
2020-03-16T19,34.45
2020-03-16T20,66.7
2020-03-16T21,18.65
2020-03-16T22,14.475
2020-03-16T23,7.4
2020-03-17T00,5.5
2020-03-17T01,4.125
2020-03-17T02,2.325
2020-03-17T03,1.45
2020-03-17T04,1.45
2020-03-17T05,3.975
2020-03-17T06,9
2020-03-17T07,30.425
2020-03-17T08,49.025
2020-03-17T09,16.625
2020-03-17T10,15.875
2020-03-17T11,11.55
2020-03-17T12,42.275
2020-03-17T13,16.275
2020-03-17T14,11.475
2020-03-17T15,6.775
2020-03-17T16,11.9
2020-03-17T17,14.95
2020-03-17T18,9.625
2020-03-17T19,15.875
2020-03-17T20,22.075
2020-03-17T21,11.175
2020-03-17T22,7.675
2020-03-17T23,3.825
2020-03-18T00,2.975
2020-03-18T01,1.375
2020-03-18T02,0.875
2020-03-18T03,0.975
2020-03-18T04,1.1
2020-03-18T05,3.325
2020-03-18T06,6.325
2020-03-18T07,19.875
2020-03-18T08,26.95
2020-03-18T09,22.4
2020-03-18T10,12.8
2020-03-18T11,6.7
2020-03-18T12,7.35
2020-03-18T13,6.175
2020-03-18T14,8.125
2020-03-18T15,9.025
2020-03-18T16,9.5
2020-03-18T17,17.325
2020-03-18T18,12.425
2020-03-18T19,19.725
2020-03-18T20,24.7
2020-03-18T21,13
2020-03-18T22,6.875
2020-03-18T23,4.425
2020-03-19T00,3.05
2020-03-19T01,1.725
2020-03-19T02,0.975
2020-03-19T03,0.975
2020-03-19T04,1.1
2020-03-19T05,2.575
2020-03-19T06,6.65
2020-03-19T07,19.575
2020-03-19T08,30.1
2020-03-19T09,22.525
2020-03-19T10,12.025
2020-03-19T11,6.475
2020-03-19T12,8.925
2020-03-19T13,7.425
2020-03-19T14,6.55
2020-03-19T15,9.15
2020-03-19T16,11.275
2020-03-19T17,11.025
2020-03-19T18,11.6
2020-03-19T19,16.2
2020-03-19T20,21.35
2020-03-19T21,12.45
2020-03-19T22,6.9
2020-03-19T23,4.525
2020-03-20T00,1.725
2020-03-20T01,1.6
2020-03-20T02,1
2020-03-20T03,0.875
2020-03-20T04,1.05
2020-03-20T05,2.575
2020-03-20T06,6.1
2020-03-20T07,18.925
2020-03-20T08,24.175
2020-03-20T09,19.4
2020-03-20T10,12.05
2020-03-20T11,4.625
2020-03-20T12,5.675
2020-03-20T13,6.65
2020-03-20T14,5.8
2020-03-20T15,5.925
2020-03-20T16,6.45
2020-03-20T17,12.1
2020-03-20T18,7.925
2020-03-20T19,10.95
2020-03-20T20,14.725
2020-03-20T21,8.575
2020-03-20T22,5.525
2020-03-20T23,4.3
2020-03-21T00,1.95
2020-03-21T01,1.3
2020-03-21T02,0.85
2020-03-21T03,0.8
2020-03-21T04,1.25
2020-03-21T05,1.525
2020-03-21T06,3.55
2020-03-21T07,4.375
2020-03-21T08,6.3
2020-03-21T09,4.625
2020-03-21T10,4.325
2020-03-21T11,4.6
2020-03-21T12,5.8
2020-03-21T13,4.825
2020-03-21T14,5
2020-03-21T15,5.25
2020-03-21T16,4.1
2020-03-21T17,5.675
2020-03-21T18,5.55
2020-03-21T19,5.325
2020-03-21T20,5.8
2020-03-21T21,4.15
2020-03-21T22,4.35
2020-03-21T23,3.025
2020-03-22T00,1.925
2020-03-22T01,1
2020-03-22T02,0.725
2020-03-22T03,0.7
2020-03-22T04,0.775
2020-03-22T05,1.35
2020-03-22T06,2.9
2020-03-22T07,3.8
2020-03-22T08,3.025
2020-03-22T09,2.925
2020-03-22T10,3.975
2020-03-22T11,3.675
2020-03-22T12,5.075
2020-03-22T13,5.075
2020-03-22T14,4.95
2020-03-22T15,4.875
2020-03-22T16,4.675
2020-03-22T17,5.2
2020-03-22T18,4.425
2020-03-22T19,5.45
2020-03-22T20,7.3
2020-03-22T21,3.7
2020-03-22T22,4.675
2020-03-22T23,2.925
2020-03-23T00,1.8
2020-03-23T01,1.175
2020-03-23T02,0.925
2020-03-23T03,0.6
2020-03-23T04,1.175
2020-03-23T05,2.375
2020-03-23T06,6.275
2020-03-23T07,18.7
2020-03-23T08,26.9
2020-03-23T09,23.15
2020-03-23T10,13.175
2020-03-23T11,5.55
2020-03-23T12,6.525
2020-03-23T13,5.575
2020-03-23T14,7.3
2020-03-23T15,6.775
2020-03-23T16,8.55
2020-03-23T17,11.95
2020-03-23T18,9.25
2020-03-23T19,8.275
2020-03-23T20,19.325
2020-03-23T21,8.225
2020-03-23T22,6.125
2020-03-23T23,3.35
2020-03-24T00,1.8
2020-03-24T01,1.875
2020-03-24T02,0.8
2020-03-24T03,0.55
2020-03-24T04,0.9
2020-03-24T05,2.525
2020-03-24T06,5.85
2020-03-24T07,16.325
2020-03-24T08,25
2020-03-24T09,20.875
2020-03-24T10,12.75
2020-03-24T11,5.75
2020-03-24T12,6.5
2020-03-24T13,6.2
2020-03-24T14,6.65
2020-03-24T15,4.675
2020-03-24T16,7.7
2020-03-24T17,11.975
2020-03-24T18,8.275
2020-03-24T19,9.875
2020-03-24T20,15
2020-03-24T21,10.15
2020-03-24T22,5.775
2020-03-24T23,3.425
2020-03-25T00,1.825
2020-03-25T01,1.2
2020-03-25T02,0.95
2020-03-25T03,0.45
2020-03-25T04,0.8
2020-03-25T05,3.925
2020-03-25T06,7
2020-03-25T07,16.325
2020-03-25T08,25.25
2020-03-25T09,20.6
2020-03-25T10,11.925
2020-03-25T11,5.15
2020-03-25T12,7.875
2020-03-25T13,5.6
2020-03-25T14,6.075
2020-03-25T15,5.8
2020-03-25T16,6.5
2020-03-25T17,12.775
2020-03-25T18,10.1
2020-03-25T19,10.55
2020-03-25T20,15
2020-03-25T21,9.225
2020-03-25T22,5.225
2020-03-25T23,3.225
2020-03-26T00,1.95
2020-03-26T01,1.075
2020-03-26T02,0.75
2020-03-26T03,0.425
2020-03-26T04,0.975
2020-03-26T05,2.175
2020-03-26T06,6.1
2020-03-26T07,15.075
2020-03-26T08,27.5
2020-03-26T09,22.95
2020-03-26T10,12.1
2020-03-26T11,4.575
2020-03-26T12,6.75
2020-03-26T13,6
2020-03-26T14,5.1
2020-03-26T15,4.6
2020-03-26T16,7.2
2020-03-26T17,10.025
2020-03-26T18,8.075
2020-03-26T19,9.325
2020-03-26T20,14.35
2020-03-26T21,9.375
2020-03-26T22,5.95
2020-03-26T23,4.4
2020-03-27T00,3.175
2020-03-27T01,1.35
2020-03-27T02,0.85
2020-03-27T03,0.575
2020-03-27T04,0.925
2020-03-27T05,2.25
2020-03-27T06,5.2
2020-03-27T07,16.975
2020-03-27T08,23.75
2020-03-27T09,18.225
2020-03-27T10,13.075
2020-03-27T11,6.1
2020-03-27T12,6.475
2020-03-27T13,5.85
2020-03-27T14,6.075
2020-03-27T15,4.775
2020-03-27T16,6.625
2020-03-27T17,9.05
2020-03-27T18,6.025
2020-03-27T19,9.175
2020-03-27T20,14.525
2020-03-27T21,9.325
2020-03-27T22,6.1
2020-03-27T23,3.875
2020-03-28T00,2.2
2020-03-28T01,0.975
2020-03-28T02,0.775
2020-03-28T03,0.575
2020-03-28T04,0.775
2020-03-28T05,1.65
2020-03-28T06,3.325
2020-03-28T07,4.325
2020-03-28T08,6.3
2020-03-28T09,5.6
2020-03-28T10,4.525
2020-03-28T11,4.875
2020-03-28T12,6.575
2020-03-28T13,5.075
2020-03-28T14,5.1
2020-03-28T15,5.6
2020-03-28T16,5.4
2020-03-28T17,5.675
2020-03-28T18,6.275
2020-03-28T19,5.625
2020-03-28T20,6
2020-03-28T21,4.875
2020-03-28T22,3.6
2020-03-28T23,4.1
2020-03-29T00,2
2020-03-29T01,1.3
2020-03-29T03,0.725
2020-03-29T04,0.625
2020-03-29T05,0.975
2020-03-29T06,2.8
2020-03-29T07,2.075
2020-03-29T08,3.525
2020-03-29T09,3.375
2020-03-29T10,3.75
2020-03-29T11,3.7
2020-03-29T12,4
2020-03-29T13,3.425
2020-03-29T14,4.275
2020-03-29T15,4.425
2020-03-29T16,4.225
2020-03-29T17,3.825
2020-03-29T18,4.1
2020-03-29T19,3.225
2020-03-29T20,4.575
2020-03-29T21,5.975
2020-03-29T22,2.325
2020-03-29T23,2.9
2020-03-30T00,1.9
2020-03-30T01,1.2
2020-03-30T02,0.85
2020-03-30T03,0.5
2020-03-30T04,0.675
2020-03-30T05,2.25
2020-03-30T06,5.3
2020-03-30T07,14.125
2020-03-30T08,27.1
2020-03-30T09,19.775
2020-03-30T10,13.025
2020-03-30T11,3.75
2020-03-30T12,5.075
2020-03-30T13,7.225
2020-03-30T14,6.475
2020-03-30T15,5.1
2020-03-30T16,6.875
2020-03-30T17,11.2
2020-03-30T18,9.8
2020-03-30T19,8.075
2020-03-30T20,16.825
2020-03-30T21,10.95
2020-03-30T22,5.125
2020-03-30T23,3.3
2020-03-31T00,2.025
2020-03-31T01,1.2
